"original_file_name","id.x","file_name","catalog_id","dataset","path","scientific_name.x","genus.x","family.x","institution","width","height","size","id.y","image_metadata_id","user_id","fish_number","has_ruler","has_label","labelname_matched_imagefilename","barcode_visible","label_detailed","has_colorbar","has_label_attached_fish","non_specimen_objects","if_overlapping","specimen_angled","specimen_viewing","straight_curved","if_missing_parts","if_parts_visible","fins_folded_oddly","brightness","if_background_uniform","if_focus","color_issues","image_quality","scientific_name.y","genus.y","family.y"
"INHS_FISH_12559.jpg",124616,"INHS_124616.JPG",12559,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12559.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,10967404,"2ef01579-c1ca-5cb8-a6f4-008106370867","f1369b47-5ed4-4060-b183-a442fd68a240",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_1256.jpg",121962,"INHS_121962.JPG",1256,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_1256.jpg","Cyprinus carpio","Cyprinus ","Cyprinidae","INHS",6016,4016,6699357,"eeb8c7c2-1a81-5fbb-bdda-fa506c3116f3","2461ed77-9aa8-44cc-83f0-fa729f05784a",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",10,"Cyprinus carpio","Cyprinus ","Cyprinidae"
"INHS_FISH_12570.jpg",124621,"INHS_124621.JPG",12570,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12570.jpg","Notropis buchanani","Notropis ","Cyprinidae","INHS",6016,4016,10599604,"21191d3e-24b3-50e0-b47f-e48b6016ad44","2782231d-ae34-4f2b-9ca3-4d3ddfdfd496",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis buchanani","Notropis ","Cyprinidae"
"INHS_FISH_12571.jpg",124622,"INHS_124622.JPG",12571,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12571.jpg","Notropis hudsonius","Notropis ","Cyprinidae","INHS",6016,4016,10713435,"71b106ab-e9b5-5e67-a50b-eb5ec546c314","2c411928-4577-4b7e-b2f9-a4cba9b6e06c",15,1,"True","True","True","False","detailed","False","False","clear disk","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis hudsonius","Notropis ","Cyprinidae"
"INHS_FISH_12600.jpg",124633,"INHS_124633.JPG",12600,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12600.jpg","Notropis atherinoides","Notropis ","Cyprinidae","INHS",6016,4016,10168754,"f4089ac5-eff9-5ac1-a525-04439c65ee85","c47d2a54-5379-4944-b347-97f05d7a059e",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis atherinoides","Notropis ","Cyprinidae"
"INHS_FISH_12601.jpg",124634,"INHS_124634.JPG",12601,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12601.jpg","Notropis dorsalis","Notropis ","Cyprinidae","INHS",6016,4016,10534680,"c1d7b60e-fa69-55be-9c7c-0ca8e5e8a544","ec79538a-74a1-4d5c-8ec0-9627aeeac356",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis dorsalis","Notropis ","Cyprinidae"
"INHS_FISH_12614.jpg",124635,"INHS_124635.JPG",12614,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12614.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,11010671,"4425b23c-674f-50f4-857a-660509ed7698","87effe55-3b0b-4d43-9b21-2c250647b9d7",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_12637.jpg",124636,"INHS_124636.JPG",12637,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12637.jpg","Cyprinus carpio","Cyprinus ","Cyprinidae","INHS",6016,4016,6614997,"2263762d-a081-51be-b416-a2bed3d18c2e","6bb5ca77-ee09-4fb9-8aa7-ee5d6f8a0ceb",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",7,"Cyprinus carpio","Cyprinus ","Cyprinidae"
"INHS_FISH_12640.jpg",124637,"INHS_124637.JPG",12640,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12640.jpg","Notropis dorsalis","Notropis ","Cyprinidae","INHS",6016,4016,10462982,"fac50294-bd07-5429-a36a-28467af78044","87bbc816-c436-4eb6-a0ca-7b1d97adcc65",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis dorsalis","Notropis ","Cyprinidae"
"INHS_FISH_12642.jpg",124638,"INHS_124638.JPG",12642,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_12642.jpg","Phenacobius mirabilis","Phenacobius ","Cyprinidae","INHS",6016,4016,10283484,"ebf758a7-60f2-5419-a883-f80ee65d13b7","966df180-1aed-4352-add5-f5d33a042ac4",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",6,"Phenacobius mirabilis","Phenacobius ","Cyprinidae"
