"original_file_name","id.x","file_name","catalog_id","dataset","path","scientific_name.x","genus.x","family.x","institution","width","height","size","id.y","image_metadata_id","user_id","fish_number","has_ruler","has_label","labelname_matched_imagefilename","barcode_visible","label_detailed","has_colorbar","has_label_attached_fish","non_specimen_objects","if_overlapping","specimen_angled","specimen_viewing","straight_curved","if_missing_parts","if_parts_visible","fins_folded_oddly","brightness","if_background_uniform","if_focus","color_issues","image_quality","scientific_name.y","genus.y","family.y"
"INHS_FISH_58830.jpg",134048,"INHS_134048.JPG",58830,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58830.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,11293533,"3db3a564-ff9a-59bf-807a-fb5f17a8709b","393bd5d7-b009-4700-a70e-0255f67aec5f",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_58837.jpg",134049,"INHS_134049.JPG",58837,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58837.jpg","Cyprinus carpio","Cyprinus ","Cyprinidae","INHS",6016,4016,7304962,"63b96613-8ba4-5e17-973d-a10c729f95e7","b9ce89c2-b570-4b20-ab6e-56de88d74c2c",15,1,"True","True","True","False","detailed","False","False","clear disk","False",9,"left","straight","False","True","False","normal","False","True","none",9,"Cyprinus carpio","Cyprinus ","Cyprinidae"
"INHS_FISH_58838.jpg",134050,"INHS_134050.JPG",58838,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58838.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,11223074,"2d02c795-5e42-5602-adcc-666d45179ca3","cb51db9d-7f50-4136-a69d-7c18be174b19",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",9,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_58839.jpg",134051,"INHS_134051.JPG",58839,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58839.jpg","Phenacobius mirabilis","Phenacobius ","Cyprinidae","INHS",6016,4016,10776995,"80bf0444-94fd-5c39-9c4a-3f7252524009","cc21b17a-6948-4db7-a916-b43f1ccc9ab6",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","True","True","none",8,"Phenacobius mirabilis","Phenacobius ","Cyprinidae"
"INHS_FISH_58853.jpg",134054,"INHS_134054.JPG",58853,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58853.jpg","Notropis dorsalis","Notropis ","Cyprinidae","INHS",6016,4016,10824914,"bd6d6fd6-65cb-5e27-a22e-29187c15cdb5","8b98d4e6-a1d1-4560-b0ec-69843377f3f3",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis dorsalis","Notropis ","Cyprinidae"
"INHS_FISH_58863.jpg",134056,"INHS_134056.JPG",58863,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58863.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,11030067,"b89399dd-c622-5c11-91b8-58c8abfa736e","78a448fb-0c92-4f0c-bd95-be20aa1d00db",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_58875.jpg",134059,"INHS_134059.JPG",58875,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58875.jpg","Notropis dorsalis","Notropis ","Cyprinidae","INHS",6016,4016,10772510,"638f8562-eec6-5db2-b08f-cd21282573a5","a170bce1-080b-4951-b732-83e1eae7ced8",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis dorsalis","Notropis ","Cyprinidae"
"INHS_FISH_58876.jpg",134060,"INHS_134060.JPG",58876,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58876.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,10794490,"0ea349ab-e227-5ca5-9410-08939d6ea6c1","15e7419e-92de-4c28-8205-b42890652299",14,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_58877.jpg",134061,"INHS_134061.JPG",58877,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58877.jpg","Phenacobius mirabilis","Phenacobius ","Cyprinidae","INHS",6016,4016,10205971,"12a7c9ec-fe51-5773-a546-72247b231df0","99699691-3fbf-458a-96f6-d37606261f1e",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Phenacobius mirabilis","Phenacobius ","Cyprinidae"
"INHS_FISH_58890.jpg",134064,"INHS_134064.JPG",58890,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58890.jpg","Notropis dorsalis","Notropis ","Cyprinidae","INHS",6016,4016,10862686,"e476296b-6ebf-5cee-96d2-9efd9f7bb9c4","e8ce5f02-923f-451e-b623-9a1528e0b457",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis dorsalis","Notropis ","Cyprinidae"
