"original_file_name","id.x","file_name","catalog_id","dataset","path","scientific_name.x","genus.x","family.x","institution","width","height","size","id.y","image_metadata_id","user_id","fish_number","has_ruler","has_label","labelname_matched_imagefilename","barcode_visible","label_detailed","has_colorbar","has_label_attached_fish","non_specimen_objects","if_overlapping","specimen_angled","specimen_viewing","straight_curved","if_missing_parts","if_parts_visible","fins_folded_oddly","brightness","if_background_uniform","if_focus","color_issues","image_quality","scientific_name.y","genus.y","family.y"
"INHS_FISH_79014.jpg",136811,"INHS_136811.JPG",79014,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79014.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,10502189,"c630aad0-fd5c-5dcc-83c8-dfff041e3cdb","a863fa59-b0bc-4da3-9a13-4650426c6e0a",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_79034.jpg",136813,"INHS_136813.JPG",79034,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79034.jpg","Notropis micropteryx","Notropis ","Cyprinidae","INHS",6016,4016,10761037,"ca2302ce-0656-5920-89a8-330dd682de8d","3fdd3d44-fe14-43e0-85db-46ec4b12d07a",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis micropteryx","Notropis ","Cyprinidae"
"INHS_FISH_79062.jpg",136816,"INHS_136816.JPG",79062,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79062.jpg","Notropis boops","Notropis ","Cyprinidae","INHS",6016,4016,10546312,"4cd6cac1-6b14-579d-929d-d5ce54dcaf6f","8d7d00da-499b-4be6-b0bd-821615620131",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis boops","Notropis ","Cyprinidae"
"INHS_FISH_79075.jpg",136818,"INHS_136818.JPG",79075,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79075.jpg","Notropis atherinoides","Notropis ","Cyprinidae","INHS",6016,4016,9391504,"e2b21926-9012-5cab-bcb1-49aabcd1685a","c1d059d0-0d00-42c9-9be7-2303089e85bb",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis atherinoides","Notropis ","Cyprinidae"
"INHS_FISH_791.jpg",121854,"INHS_121854.JPG",791,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_791.jpg","Notropis dorsalis","Notropis ","Cyprinidae","INHS",6016,4016,11042454,"6af52be9-fbc5-54e9-89c4-40fd4815324c","e641b29c-66ee-40ef-a78d-a73b6ad139f5",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis dorsalis","Notropis ","Cyprinidae"
"INHS_FISH_79123.jpg",136821,"INHS_136821.JPG",79123,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79123.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,9404144,"fc3ec866-c8d5-53f0-92bb-87e1dc5e1f50","21f389b2-0983-4c12-90e8-efa4207c4667",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",6,"Notropis leuciodus","Notropis ","Cyprinidae"
"INHS_FISH_79143.jpg",136822,"INHS_136822.JPG",79143,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79143.jpg","Notropis micropteryx","Notropis ","Cyprinidae","INHS",6016,4016,10491520,"a7d2db73-457d-5b6d-a1e5-3ebda46e1a47","c86c05e0-c0d2-4a2f-99fa-3dc54e065b1e",16,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",8,"Notropis micropteryx","Notropis ","Cyprinidae"
"INHS_FISH_79145.jpg",136823,"INHS_136823.JPG",79145,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79145.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11030205,"13bf36c6-d1d7-5635-9fea-ac3c7e6cceb8","bd38e86c-d67a-47dd-851c-12a2501d4cbb",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis volucellus","Notropis ","Cyprinidae"
"INHS_FISH_79155.jpg",136825,"INHS_136825.JPG",79155,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79155.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10525932,"6ebeb7de-9eb1-5cbb-b6d1-08ebb7f24f66","cf49e5a9-09cb-42e8-ae2a-ce7bda690633",10,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",9,"Notropis leuciodus","Notropis ","Cyprinidae"
"INHS_FISH_7916.jpg",123543,"INHS_123543.JPG",7916,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_7916.jpg","Notropis atherinoides","Notropis ","Cyprinidae","INHS",6016,4016,10271053,"fc89de14-6576-5d12-954f-d9ae229a4e8d","68d2e2e0-5f91-4c22-b3e5-781bcdd6b78e",12,1,"True","True","True","False","detailed","False","False","no","False",8,"left","straight","False","True","False","normal","True","True","none",8,"Notropis atherinoides","Notropis ","Cyprinidae"
