"original_file_name","id.x","file_name","catalog_id","dataset","path","scientific_name.x","genus.x","family.x","institution","width","height","size","id.y","image_metadata_id","user_id","fish_number","has_ruler","has_label","labelname_matched_imagefilename","barcode_visible","label_detailed","has_colorbar","has_label_attached_fish","non_specimen_objects","if_overlapping","specimen_angled","specimen_viewing","straight_curved","if_missing_parts","if_parts_visible","fins_folded_oddly","brightness","if_background_uniform","if_focus","color_issues","image_quality","scientific_name.y","genus.y","family.y"
"INHS_FISH_24326.jpg",127490,"INHS_127490.JPG",24326,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24326.jpg","Notropis hudsonius","Notropis ","Cyprinidae","INHS",6016,4016,10907291,"ce561f05-20c2-5c94-98b9-c85c5a9b5aa0","4c8f5e72-8a6f-425f-ba98-3b018d39bc41",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis hudsonius","Notropis ","Cyprinidae"
"INHS_FISH_24328.jpg",127491,"INHS_127491.JPG",24328,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24328.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,10913653,"8f40034e-83df-5b5b-89bb-76631a5168de","e7f83a1f-0baa-45b8-9e58-3bed48b455e7",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_24339.jpg",127494,"INHS_127494.JPG",24339,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24339.jpg","Notropis buchanani","Notropis ","Cyprinidae","INHS",6016,4016,10686509,"639a0e1d-fa55-57b6-bcc9-ccc0d9f61102","546a969c-6825-427a-818c-bf1cd55d5840",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis buchanani","Notropis ","Cyprinidae"
"INHS_FISH_24347.jpg",127496,"INHS_127496.JPG",24347,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24347.jpg","Notropis atherinoides","Notropis ","Cyprinidae","INHS",6016,4016,9930752,"65ffc583-157d-5ce3-aea5-1dafff98d937","80a65160-2ff3-45d1-a7ca-9ad785ed955b",14,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",8,"Notropis atherinoides","Notropis ","Cyprinidae"
"INHS_FISH_24348.jpg",127497,"INHS_127497.JPG",24348,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24348.jpg","Notropis blennius","Notropis ","Cyprinidae","INHS",6016,4016,10081268,"a623292b-cffd-5f26-ab11-b2ab550d1cc1","b87d1368-45e7-4699-bc41-0a163f261cfc",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis blennius","Notropis ","Cyprinidae"
"INHS_FISH_24364.jpg",127504,"INHS_127504.JPG",24364,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24364.jpg","Notropis hudsonius","Notropis ","Cyprinidae","INHS",6016,4016,11605150,"9ce2311f-3ea5-568c-ae49-fdf1b67c5e41","9013d25d-19d5-4e63-9d18-990afd901f4a",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis hudsonius","Notropis ","Cyprinidae"
"INHS_FISH_24366.jpg",127505,"INHS_127505.JPG",24366,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24366.jpg","Notropis stramineus","Notropis ","Cyprinidae","INHS",6016,4016,10541010,"d742f486-0603-5ac4-b087-c5b9b8e86bee","9fe23906-6f26-4b87-a474-1f10ed7a9186",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis stramineus","Notropis ","Cyprinidae"
"INHS_FISH_24377.jpg",127507,"INHS_127507.JPG",24377,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24377.jpg","Notropis blennius","Notropis ","Cyprinidae","INHS",6016,4016,9888322,"8c13347f-cd07-5469-83bc-2c817a7066f7","27c84f34-4877-4d29-b301-ae6ead3d802d",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis blennius","Notropis ","Cyprinidae"
"INHS_FISH_24383.jpg",127509,"INHS_127509.JPG",24383,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_24383.jpg","Notropis buchanani","Notropis ","Cyprinidae","INHS",6016,4016,10799151,"c23b5f08-d70c-5856-aa59-8804aed96fa9","8a47faa8-8f12-4713-96e3-15e9e57a76f8",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis buchanani","Notropis ","Cyprinidae"
"INHS_FISH_2439.jpg",122183,"INHS_122183.JPG",2439,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_2439.jpg","Notropis atherinoides","Notropis ","Cyprinidae","INHS",6016,4016,9958825,"fb0020d1-45e4-53aa-b4c5-f1fc22004ba0","8b335de4-6a0e-411f-9a92-0be25c1588a6",15,1,"True","True","True","False","detailed","False","False","clear disk","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis atherinoides","Notropis ","Cyprinidae"
