"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_57656",133822,"INHS_133822.JPG","57656","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57656.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11279518,1744,1743.02,443,442,124,128.06,136,135.01,239,12965,91122,0,0.3,392.753,"cm",-0.35,"INHS_FISH_57656_measure.json",44.4,44.38,11.28,11.25,3.16,3.26,3.46,3.44,6.09,0.84,5.91,"mm"
"INHS_FISH_57676",133826,"INHS_133826.JPG","57676","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57676.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11125766,1721,1720.1,430,429.73,127,128.41,134,133.09,236,12421,82221,0,-0.63,394.783,"cm",9.88,"INHS_FISH_57676_measure.json",43.59,43.57,10.89,10.89,3.22,3.25,3.39,3.37,5.98,0.8,5.28,"mm"
"INHS_FISH_57695",133830,"INHS_133830.JPG","57695","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57695.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10810475,2271,2270.08,504,506.57,129,130.54,165,164.2,274,18186,121647,0,-0.48,396.162,"cm",-0.89,"INHS_FISH_57695_measure.json",57.33,57.3,12.72,12.79,3.26,3.3,4.16,4.14,6.92,1.16,7.75,"mm"
"INHS_FISH_57772",133842,"INHS_133842.JPG","57772","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57772.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10630993,1663,1662.72,371,370.14,86,91.76,121,120.07,201,11007,63608,0,-1.69,393.422,"cm",2.56,"INHS_FISH_57772_measure.json",42.27,42.26,9.43,9.41,2.19,2.33,3.08,3.05,5.11,0.71,4.11,"mm"
"INHS_FISH_57777",133843,"INHS_133843.JPG","57777","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57777.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10121321,1046,1045.84,252,251.72,52,59.54,79,78.31,131,4534,29382,0,-2.3,392.5,"cm",12.43,"INHS_FISH_57777_measure.json",26.65,26.65,6.42,6.41,1.32,1.52,2.01,2,3.34,0.29,1.91,"mm"
"INHS_FISH_57784",133847,"INHS_133847.JPG","57784","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57784.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11012038,1834,1834.15,467,466.31,115,119.92,148,147.76,227,15542,82269,0,-2.03,392.169,"cm",4.31,"INHS_FISH_57784_measure.json",46.77,46.77,11.91,11.89,2.93,3.06,3.77,3.77,5.79,1.01,5.35,"mm"
"INHS_FISH_57788",133848,"INHS_133848.JPG","57788","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57788.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10807539,1854,1853.31,476,475.13,129,139.85,142,144.81,246,13988,95102,0,-1.05,393.652,"cm",1.85,"INHS_FISH_57788_measure.json",47.1,47.08,12.09,12.07,3.28,3.55,3.61,3.68,6.25,0.9,6.14,"mm"
"INHS_FISH_57790",133849,"INHS_133849.JPG","57790","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57790.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9755411,1975,1975.96,438,444.63,104,138.19,122,121.33,150,10167,88470,0,-2.55,392.338,"cm",-0.23,"INHS_FISH_57790_measure.json",50.34,50.36,11.16,11.33,2.65,3.52,3.11,3.09,3.82,0.66,5.75,"mm"
"INHS_FISH_57800",133850,"INHS_133850.JPG","57800","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57800.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9829705,2183,2182.67,508,507.57,115,137.84,146,146.37,280,15177,129233,0,-1.42,390.84,"cm",3.56,"INHS_FISH_57800_measure.json",55.85,55.85,13,12.99,2.94,3.53,3.74,3.75,7.16,0.99,8.46,"mm"
"INHS_FISH_57828",133857,"INHS_133857.JPG","57828","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57828.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9524427,1811,1811.55,413,416.94,88,125.16,127,126,128,12565,81940,0,-2.37,392.146,"cm",2.47,"INHS_FISH_57828_measure.json",46.18,46.2,10.53,10.63,2.24,3.19,3.24,3.21,3.26,0.82,5.33,"mm"
"INHS_FISH_57837",133859,"INHS_133859.JPG","57837","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57837.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10896786,1857,1856.04,459,458.13,121,125.42,131,130.06,238,11032,92517,0,-0.37,393.424,"cm",2.55,"INHS_FISH_57837_measure.json",47.2,47.18,11.67,11.64,3.08,3.19,3.33,3.31,6.05,0.71,5.98,"mm"
"INHS_FISH_57867",133868,"INHS_133868.JPG","57867","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57867.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10199704,2455,2454.1,573,572.59,157,157,184,183,306,23176,146728,0,-0.51,394.644,"cm",8.12,"INHS_FISH_57867_measure.json",62.21,62.19,14.52,14.51,3.98,3.98,4.66,4.64,7.75,1.49,9.42,"mm"
"INHS_FISH_57888",133876,"INHS_133876.JPG","57888","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57888.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10829754,2251,2250.45,451,450.87,129,138.35,111,110.37,238,9054,91665,0,1.15,392.021,"cm",1.38,"INHS_FISH_57888_measure.json",57.42,57.41,11.5,11.5,3.29,3.53,2.83,2.82,6.07,0.59,5.96,"mm"
"INHS_FISH_57898",133877,"INHS_133877.JPG","57898","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57898.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11258364,2075,2074.12,467,466,130,133.65,117,116.04,231,10600,95733,0,-0.61,394.377,"cm",-0.09,"INHS_FISH_57898_measure.json",52.61,52.59,11.84,11.82,3.3,3.39,2.97,2.94,5.86,0.68,6.16,"mm"
"INHS_FISH_57905",133878,"INHS_133878.JPG","57905","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57905.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10995600,2081,2080,493,492.33,152,152,123,122.02,240,10234,99629,0,0.06,394.284,"cm",6.63,"INHS_FISH_57905_measure.json",52.78,52.75,12.5,12.49,3.86,3.86,3.12,3.09,6.09,0.66,6.41,"mm"
"INHS_FISH_57916",133880,"INHS_133880.JPG","57916","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57916.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11196363,1513,1513.27,331,331.55,78,82.22,97,96.02,180,6892,51775,0,-2.35,393.46,"cm",4.05,"INHS_FISH_57916_measure.json",38.45,38.46,8.41,8.43,1.98,2.09,2.47,2.44,4.57,0.45,3.34,"mm"
"INHS_FISH_57928",133882,"INHS_133882.JPG","57928","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57928.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10659088,1811,1810.49,394,395.24,103,103.04,107,106.23,186,8836,64056,0,1.33,394.289,"cm",4,"INHS_FISH_57928_measure.json",45.93,45.92,9.99,10.02,2.61,2.61,2.71,2.69,4.72,0.57,4.12,"mm"
"INHS_FISH_57950",133887,"INHS_133887.JPG","57950","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57950.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11315480,1802,1801.17,430,429.14,104,114.97,129,128.1,225,10516,82295,0,-0.8,395.251,"cm",6.33,"INHS_FISH_57950_measure.json",45.59,45.57,10.88,10.86,2.63,2.91,3.26,3.24,5.69,0.67,5.27,"mm"
"INHS_FISH_57998",133899,"INHS_133899.JPG","57998","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57998.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10897205,2005,2004.05,507,506.04,134,146.41,146,145,259,14371,108969,0,-0.4,396.478,"cm",11.34,"INHS_FISH_57998_measure.json",50.57,50.55,12.79,12.76,3.38,3.69,3.68,3.66,6.53,0.91,6.93,"mm"
"INHS_FISH_58003",133901,"INHS_133901.JPG","58003","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58003.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11124047,1822,1821.01,448,448.14,125,125.78,132,131.19,245,12534,92537,0,0.19,394.025,"cm",2.12,"INHS_FISH_58003_measure.json",46.24,46.22,11.37,11.37,3.17,3.19,3.35,3.33,6.22,0.81,5.96,"mm"
"INHS_FISH_58070",133914,"INHS_133914.JPG","58070","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58070.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10926923,1926,1925.34,385,384.38,96,101.84,128,127.39,206,10944,68186,0,-1.07,394.95,"cm",-1.62,"INHS_FISH_58070_measure.json",48.77,48.75,9.75,9.73,2.43,2.58,3.24,3.23,5.22,0.7,4.37,"mm"
"INHS_FISH_58076",133915,"INHS_133915.JPG","58076","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58076.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11133418,1649,1648.08,382,381.02,95,104.69,118,117.27,194,9484,65285,0,-0.56,393.211,"cm",0.46,"INHS_FISH_58076_measure.json",41.94,41.91,9.71,9.69,2.42,2.66,3,2.98,4.93,0.61,4.22,"mm"
"INHS_FISH_58116",133921,"INHS_133921.JPG","58116","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58116.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11078990,1847,1846.73,424,424.45,115,117.09,133,132.09,226,12015,81006,0,1.61,395.11,"cm",6.24,"INHS_FISH_58116_measure.json",46.75,46.74,10.73,10.74,2.91,2.96,3.37,3.34,5.72,0.77,5.19,"mm"
"INHS_FISH_58554",133973,"INHS_133973.JPG","58554","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58554.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11253450,1598,1597.5,329,330.19,70,84.31,90,89.45,111,5663,51976,0,-1.43,394.071,"cm",7.59,"INHS_FISH_58554_measure.json",40.55,40.54,8.35,8.38,1.78,2.14,2.28,2.27,2.82,0.36,3.35,"mm"
"INHS_FISH_58593",133988,"INHS_133988.JPG","58593","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58593.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11722510,1150,1149.02,288,287.06,58,63.56,87,86.28,154,5251,38703,0,-0.35,395.305,"cm",-3.06,"INHS_FISH_58593_measure.json",29.09,29.07,7.29,7.26,1.47,1.61,2.2,2.18,3.9,0.34,2.48,"mm"
"INHS_FISH_58602",133993,"INHS_133993.JPG","58602","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58602.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11247065,1807,1806.02,430,429.56,111,118.68,123,124.95,241,10313,87411,0,-0.29,394.248,"cm",4.16,"INHS_FISH_58602_measure.json",45.83,45.81,10.91,10.9,2.82,3.01,3.12,3.17,6.11,0.66,5.62,"mm"
"INHS_FISH_58662",134006,"INHS_134006.JPG","58662","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58662.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10622045,3385,3384.01,816,817.75,223,240.1,199,198.25,202,25218,201958,0,0.15,356.057,"cm",-3.12,"INHS_FISH_58662_measure.json",95.07,95.04,22.92,22.97,6.26,6.74,5.59,5.57,5.67,1.99,15.93,"mm"
"INHS_FISH_59003",134096,"INHS_134096.JPG","59003","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59003.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10978058,2362,2361,539,542.53,148,148.49,173,172.05,283,19008,129339,0,-0.05,394.813,"cm",-2.45,"INHS_FISH_59003_measure.json",59.83,59.8,13.65,13.74,3.75,3.76,4.38,4.36,7.17,1.22,8.3,"mm"
"INHS_FISH_59049",134102,"INHS_134102.JPG","59049","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59049.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11011860,1888,1887.09,400,399.02,105,111,128,127.39,212,10422,72650,0,-0.55,397.682,"cm",5.06,"INHS_FISH_59049_measure.json",47.48,47.45,10.06,10.03,2.64,2.79,3.22,3.2,5.33,0.66,4.59,"mm"
"INHS_FISH_59366",134216,"INHS_134216.JPG","59366","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59366.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11239902,2413,2412.48,555,555.91,140,141.28,169,168.03,300,19015,141125,0,-1.14,394.55,"cm",4.46,"INHS_FISH_59366_measure.json",61.16,61.15,14.07,14.09,3.55,3.58,4.28,4.26,7.6,1.22,9.07,"mm"
"INHS_FISH_59447",134235,"INHS_134235.JPG","59447","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59447.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10835851,1804,1803.64,451,450.32,124,125.94,136,135.72,244,13384,92941,0,-1.52,396.422,"cm",16.02,"INHS_FISH_59447_measure.json",45.51,45.5,11.38,11.36,3.13,3.18,3.43,3.42,6.16,0.85,5.91,"mm"
"INHS_FISH_59481",134244,"INHS_134244.JPG","59481","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59481.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11261949,2225,2224,531,530.14,139,141.79,150,149.48,292,14754,135632,0,0,396.372,"cm",-1.63,"INHS_FISH_59481_measure.json",56.13,56.11,13.4,13.37,3.51,3.58,3.78,3.77,7.37,0.94,8.63,"mm"
"INHS_FISH_59517",134255,"INHS_134255.JPG","59517","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59517.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11496692,1782,1781.11,411,410.24,112,112.22,123,122.26,226,10445,77636,0,-0.64,392.207,"cm",9.18,"INHS_FISH_59517_measure.json",45.44,45.41,10.48,10.46,2.86,2.86,3.14,3.12,5.76,0.68,5.05,"mm"
"INHS_FISH_59529",134257,"INHS_134257.JPG","59529","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59529.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11535527,1076,1075.48,275,274.36,67,70.52,90,89.09,151,6200,36012,0,-1.71,395.727,"cm",9.82,"INHS_FISH_59529_measure.json",27.19,27.18,6.95,6.93,1.69,1.78,2.27,2.25,3.82,0.4,2.3,"mm"
"INHS_FISH_59596",134275,"INHS_134275.JPG","59596","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59596.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10732027,2329,2329.34,479,480.02,108,133.81,139,141.01,269,14252,116126,0,-1.94,392.428,"cm",-2.75,"INHS_FISH_59596_measure.json",59.35,59.36,12.21,12.23,2.75,3.41,3.54,3.59,6.85,0.93,7.54,"mm"
"INHS_FISH_60532",134340,"INHS_134340.JPG","60532","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60532.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10945778,2330,2329.01,616,615.33,168,171.02,179,179.23,321,21102,157579,0,0.2,378.883,"cm",-4.7,"INHS_FISH_60532_measure.json",61.5,61.47,16.26,16.24,4.43,4.51,4.72,4.73,8.47,1.47,10.98,"mm"
"INHS_FISH_60539",134345,"INHS_134345.JPG","60539","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60539.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9643860,1540,1539.05,359,359.71,91,96.14,108,107.47,212,8159,70095,0,-0.48,391.892,"cm",-3.07,"INHS_FISH_60539_measure.json",39.3,39.27,9.16,9.18,2.32,2.45,2.76,2.74,5.41,0.53,4.56,"mm"
"INHS_FISH_60540",134346,"INHS_134346.JPG","60540","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60540.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10613157,1831,1830.25,475,475.01,131,140.94,137,136.3,241,11112,95170,0,-0.94,392.683,"cm",10.92,"INHS_FISH_60540_measure.json",46.63,46.61,12.1,12.1,3.34,3.59,3.49,3.47,6.14,0.72,6.17,"mm"
"INHS_FISH_61084",134457,"INHS_134457.JPG","61084","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61084.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11139048,994,993.2,240,239.13,47,48.05,71,70.01,129,3548,27570,0,-1.15,392.769,"cm",6.18,"INHS_FISH_61084_measure.json",25.31,25.29,6.11,6.09,1.2,1.22,1.81,1.78,3.28,0.23,1.79,"mm"
"INHS_FISH_61088",134459,"INHS_134459.JPG","61088","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61088.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10849894,1602,1601.04,405,404.49,94,101.39,117,116.62,209,9882,72861,0,-0.43,392.993,"cm",5.6,"INHS_FISH_61088_measure.json",40.76,40.74,10.31,10.29,2.39,2.58,2.98,2.97,5.32,0.64,4.72,"mm"
"INHS_FISH_61757",134515,"INHS_134515.JPG","61757","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61757.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11006868,1821,1820,409,410.16,121,122.64,118,117.07,227,9771,80571,0,0,395.362,"cm",-0.07,"INHS_FISH_61757_measure.json",46.06,46.03,10.34,10.37,3.06,3.1,2.98,2.96,5.74,0.63,5.15,"mm"
"INHS_FISH_6219",123100,"INHS_123100.JPG","6219","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_6219.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10716176,1401,1400.32,318,317.01,74,83.19,109,109.84,181,8426,49478,0,-1.23,394.967,"cm",2.59,"INHS_FISH_6219_measure.json",35.47,35.45,8.05,8.03,1.87,2.11,2.76,2.78,4.58,0.54,3.17,"mm"
"INHS_FISH_62293",134587,"INHS_134587.JPG","62293","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62293.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11194665,1517,1516.13,376,380.94,76,77.1,122,121.81,186,10054,61786,0,0.76,392.885,"cm",-4.28,"INHS_FISH_62293_measure.json",38.61,38.59,9.57,9.7,1.93,1.96,3.11,3.1,4.73,0.65,4,"mm"
"INHS_FISH_62643",134687,"INHS_134687.JPG","62643","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62643.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9558660,1628,1627,356,355.36,97,104.92,89,88.28,207,7115,66769,0,0,392.171,"cm",-0.76,"INHS_FISH_62643_measure.json",41.51,41.49,9.08,9.06,2.47,2.68,2.27,2.25,5.28,0.46,4.34,"mm"
"INHS_FISH_62644",134688,"INHS_134688.JPG","62644","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62644.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10033394,1537,1536.22,349,349.66,87,94.94,96,95.02,188,6378,57542,0,-0.97,392.723,"cm",-0.88,"INHS_FISH_62644_measure.json",39.14,39.12,8.89,8.9,2.22,2.42,2.44,2.42,4.79,0.41,3.73,"mm"
"INHS_FISH_62645",134689,"INHS_134689.JPG","62645","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62645.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10958742,1815,1814.16,419,418.94,115,118.36,126,125.78,227,11985,75848,0,-0.76,393.291,"cm",1.72,"INHS_FISH_62645_measure.json",46.15,46.13,10.65,10.65,2.92,3.01,3.2,3.2,5.77,0.77,4.9,"mm"
"INHS_FISH_62646",134690,"INHS_134690.JPG","62646","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62646.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11094481,1294,1293.59,318,317.27,100,102.18,101,101.12,172,6953,44480,0.04,-1.73,392.629,"cm",7.48,"INHS_FISH_62646_measure.json",32.96,32.95,8.1,8.08,2.55,2.6,2.57,2.58,4.38,0.45,2.89,"mm"
"INHS_FISH_62659",134692,"INHS_134692.JPG","62659","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62659.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10263983,1240,1239.06,330,329.34,88,99.3,86,85.09,170,4472,48334,0,-0.55,392.817,"cm",2.12,"INHS_FISH_62659_measure.json",31.57,31.54,8.4,8.38,2.24,2.53,2.19,2.17,4.33,0.29,3.13,"mm"
"INHS_FISH_62666",134694,"INHS_134694.JPG","62666","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62666.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10897882,1535,1534.92,404,403.5,86,101.55,136,135.72,211,12013,72536,0,-1.98,397.199,"cm",-0.58,"INHS_FISH_62666_measure.json",38.65,38.64,10.17,10.16,2.17,2.56,3.42,3.42,5.31,0.76,4.6,"mm"
"INHS_FISH_62681",134699,"INHS_134699.JPG","62681","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62681.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10600373,2020,2019.42,475,474.61,131,134.62,159,159.67,251,17479,95580,0,-1.16,393.953,"cm",3.99,"INHS_FISH_62681_measure.json",51.28,51.26,12.06,12.05,3.33,3.42,4.04,4.05,6.37,1.13,6.16,"mm"
"INHS_FISH_62697",134702,"INHS_134702.JPG","62697","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62697.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10480189,2196,2195.1,564,563.26,152,169.94,162,165.2,297,16467,134790,0,-0.55,393.507,"cm",2.66,"INHS_FISH_62697_measure.json",55.81,55.78,14.33,14.31,3.86,4.32,4.12,4.2,7.55,1.06,8.7,"mm"
"INHS_FISH_62701",134704,"INHS_134704.JPG","62701","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62701.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9188133,2465,2464.91,591,590.03,159,170.66,150,149.97,327,18038,167388,0,-1.56,391.662,"cm",-1.99,"INHS_FISH_62701_measure.json",62.94,62.93,15.09,15.06,4.06,4.36,3.83,3.83,8.35,1.18,10.91,"mm"
"INHS_FISH_62711",134705,"INHS_134705.JPG","62711","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62711.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10808213,1583,1582.27,355,354.24,90,90.27,122,121.26,190,11191,55283,0,-1.05,393.3,"cm",-3.91,"INHS_FISH_62711_measure.json",40.25,40.23,9.03,9.01,2.29,2.3,3.1,3.08,4.83,0.72,3.57,"mm"
"INHS_FISH_62712",134706,"INHS_134706.JPG","62712","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62712.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10937475,1703,1702.36,389,388.05,91,101.97,131,133.2,205,12488,68886,0,-1.18,393.662,"cm",2.1,"INHS_FISH_62712_measure.json",43.26,43.24,9.88,9.86,2.31,2.59,3.33,3.38,5.21,0.81,4.45,"mm"
"INHS_FISH_62865",134720,"INHS_134720.JPG","62865","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62865.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972081,1575,1574,402,401,113,120.55,130,129.06,210,11447,67603,0,-0.04,393.411,"cm",5.91,"INHS_FISH_62865_measure.json",40.03,40.01,10.22,10.19,2.87,3.06,3.3,3.28,5.34,0.74,4.37,"mm"
"INHS_FISH_62871",134721,"INHS_134721.JPG","62871","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62871.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10729644,2180,2179.14,481,482.01,118,120.62,146,145.28,251,16019,106031,0,-0.66,393.616,"cm",-2.01,"INHS_FISH_62871_measure.json",55.38,55.36,12.22,12.25,3,3.06,3.71,3.69,6.38,1.03,6.84,"mm"
"INHS_FISH_62916",134733,"INHS_134733.JPG","62916","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62916.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11065507,2234,2233.14,551,550.03,148,166.37,158,157.08,308,16319,146177,0,-0.64,393.828,"cm",-0.96,"INHS_FISH_62916_measure.json",56.73,56.7,13.99,13.97,3.76,4.22,4.01,3.99,7.82,1.05,9.42,"mm"
"INHS_FISH_62951",134748,"INHS_134748.JPG","62951","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62951.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11042224,2067,2066.06,497,496.02,138,146.11,144,143.01,264,14113,107621,0,0.44,399.048,"cm",-0.36,"INHS_FISH_62951_measure.json",51.8,51.77,12.45,12.43,3.46,3.66,3.61,3.58,6.62,0.89,6.76,"mm"
"INHS_FISH_62969",134754,"INHS_134754.JPG","62969","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62969.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10749134,2290,2289.59,587,587.5,158,175.76,171,170,309,19079,145923,0,-1.3,392.735,"cm",6.33,"INHS_FISH_62969_measure.json",58.31,58.3,14.95,14.96,4.02,4.48,4.35,4.33,7.87,1.24,9.46,"mm"
"INHS_FISH_62986",134761,"INHS_134761.JPG","62986","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62986.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10590490,2425,2424.01,575,574.35,154,170.86,169,169.07,312,18893,152372,0,-0.14,391.989,"cm",1.05,"INHS_FISH_62986_measure.json",61.86,61.84,14.67,14.65,3.93,4.36,4.31,4.31,7.96,1.23,9.92,"mm"
"INHS_FISH_63016",134767,"INHS_134767.JPG","63016","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_63016.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11031987,1960,1959.64,420,419.53,102,114.04,123,122.2,229,10002,82869,0,-1.46,392.789,"cm",2.2,"INHS_FISH_63016_measure.json",49.9,49.89,10.69,10.68,2.6,2.9,3.13,3.11,5.83,0.65,5.37,"mm"
