"dorsal_fin_number","dorsal_fin_percentage","adipos_fin_number","adipos_fin_percentage","caudal_fin_number","caudal_fin_percentage","anal_fin_number","anal_fin_percentage","pelvic_fin_number","pelvic_fin_percentage","pectoral_fin_number","pectoral_fin_percentage","head_number","head_percentage","eye_number","eye_percentage","caudal_fin_ray_number","caudal_fin_ray_percentage","alt_fin_ray_number","alt_fin_ray_percentage","trunk_number","trunk_percentage","file_name"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57656"
1,1,0,0,1,1,3,0.998883028234564,2,0.661518381553187,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57676"
2,0.996354003898984,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57695"
1,1,1,1,1,1,1,1,2,0.997663303239511,2,0.996660673002826,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57772"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57777"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.982083727694866,"INHS_FISH_57784"
1,1,2,0.995016611295681,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57788"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57790"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57800"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57828"
1,1,2,0.937173882386123,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57837"
1,1,1,1,1,1,3,0.8674467341949,2,0.518559197224233,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57867"
1,1,0,0,1,1,1,1,3,0.827508223684211,3,0.861931985935529,1,1,1,1,0,0,0,0,2,0.999576302822159,"INHS_FISH_57888"
1,1,0,0,1,1,1,1,2,0.971537605342662,1,1,1,1,1,1,0,0,0,0,2,0.984569979612403,"INHS_FISH_57898"
1,1,0,0,1,1,1,1,3,0.934583452619525,2,0.763932270261384,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57905"
1,1,0,0,1,1,4,0.974229691876751,2,0.558631313602838,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57916"
1,1,1,1,1,1,1,1,1,1,2,0.791029966263147,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57928"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.966565684384467,"INHS_FISH_57950"
1,1,0,0,4,0.999519492584169,2,0.999546639465035,2,0.561497437606766,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_57998"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_58003"
1,1,1,1,1,1,1,1,1,1,2,0.906651221160344,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_58070"
1,1,1,1,1,1,1,1,1,1,2,0.989794591783671,1,1,1,1,0,0,0,0,3,0.969494772724445,"INHS_FISH_58076"
1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_58116"
1,1,1,1,1,1,1,1,2,0.512102276808159,4,0.572123176661264,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_58554"
1,1,2,0.550317316409791,1,1,1,1,2,0.832143357132857,2,0.99929718875502,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_58593"
1,1,0,0,2,0.999479299886725,1,1,2,0.674621666784344,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_58602"
1,1,0,0,1,1,1,1,2,0.869311813494732,2,0.764676886676197,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_58662"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.988145060753256,"INHS_FISH_59003"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_59049"
1,1,5,0.801507537688442,1,1,2,0.958333333333333,2,0.512583650439575,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_59090"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_59366"
1,1,1,1,2,0.999895895145591,2,0.999120925489644,2,0.969763500500732,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_59447"
1,1,0,0,1,1,1,1,2,0.958622983535673,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_59481"
1,1,2,0.540229885057471,1,1,1,1,2,0.540802129332769,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_59517"
1,1,0,0,2,0.999908941904935,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.9839369064864,"INHS_FISH_59529"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.977740239932432,"INHS_FISH_59596"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_60532"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_60539"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.953726825223136,"INHS_FISH_60540"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_61084"
1,1,2,0.999083409715857,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_61088"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.989420861559925,"INHS_FISH_61757"
1,1,1,1,2,0.998567898461193,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_6219"
1,1,0,0,1,1,1,1,1,1,2,0.989516864175023,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62293"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62643"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.997995420978355,"INHS_FISH_62644"
1,1,1,1,1,1,1,1,2,0.628254220552465,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62645"
1,1,1,1,1,1,2,0.999554002824649,2,0.779802017009806,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62646"
1,1,3,0.899038461538462,2,0.999311827956989,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.977737051792829,"INHS_FISH_62659"
1,1,1,1,1,1,1,1,3,0.997811906531253,1,1,1,1,1,1,0,0,0,0,2,0.981020190755198,"INHS_FISH_62666"
1,1,0,0,1,1,1,1,1,1,3,0.993685180917262,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62681"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62697"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62701"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62711"
1,1,1,1,1,1,1,1,2,0.806440944230849,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62712"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62865"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983058134675031,"INHS_FISH_62871"
1,1,0,0,2,0.999690699141235,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62916"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62951"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62969"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_62986"
1,1,2,0.778054862842893,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_63016"
1,1,0,0,1,1,2,0.999250149970006,2,0.872409930931492,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_63069"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_63094"
1,1,0,0,1,1,1,1,2,0.999279386206604,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_63158"
1,1,0,0,1,1,1,1,1,1,2,0.882363409859406,1,1,1,1,0,0,0,0,2,0.983465893431773,"INHS_FISH_63771"
2,0.999418266433973,0,0,2,0.999454163368904,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.990375098470923,"INHS_FISH_63931"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_63944"
1,1,2,0.692307692307692,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64052"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64110"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64170"
1,1,0,0,1,1,1,1,2,0.997913841660582,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64217"
1,1,0,0,2,0.999772263172678,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64262"
1,1,0,0,1,1,1,1,2,0.980810234541578,1,1,1,1,1,1,0,0,0,0,2,0.982857223448441,"INHS_FISH_64273"
1,1,0,0,1,1,1,1,1,1,2,0.887840938057609,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64277"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64341"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.9914738184199,"INHS_FISH_64466"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64474"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.967074181458961,"INHS_FISH_64591"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64599"
1,1,0,0,1,1,1,1,1,1,2,0.961323279007541,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64823"
1,1,0,0,2,0.999412707734798,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64828"
1,1,0,0,1,1,1,1,2,0.573875903501361,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_64847"
1,1,1,1,2,0.999509930358525,3,0.998701111271468,2,0.791163635205301,1,1,1,1,1,1,0,0,0,0,2,0.999734434409129,"INHS_FISH_65370"
1,1,0,0,1,1,1,1,2,0.875887373374811,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_65390"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_65449"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.984769914348081,"INHS_FISH_65468"
1,1,2,0.971526195899772,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.974957806211503,"INHS_FISH_65480"
1,1,1,1,1,1,1,1,2,0.894173171174442,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_65498"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.985622838325337,"INHS_FISH_65537"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_65592"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_67961"
1,1,2,0.865229110512129,1,1,1,1,1,1,1,1,1,1,2,0.987152632313923,0,0,0,0,2,0.999963826366559,"INHS_FISH_67962"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_68227"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983171201165271,"INHS_FISH_68289"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_68383"
1,1,2,0.900473933649289,1,1,1,1,2,0.75360246397536,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_68587"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983043727456663,"INHS_FISH_68723"
1,1,0,0,1,1,2,0.990094511086878,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_68743"
1,1,1,1,1,1,2,0.971622701838529,2,0.733820065944418,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_69105"
1,1,2,0.903800874537504,1,1,1,1,2,0.971203949172685,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_7343"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_73688"
1,1,1,1,1,1,1,1,2,0.573988508979871,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_73811"
1,1,0,0,2,0.998287910552061,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_74284"
1,1,2,0.90280777537797,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_74312"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_74601"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_74801"
1,1,1,1,1,1,2,0.550430504305043,2,0.524072341752417,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_75065"
1,1,2,0.994593945218645,1,1,2,0.999150652935556,2,0.983791466327981,1,1,1,1,1,1,0,0,0,0,4,0.9791008164292,"INHS_FISH_75252"
1,1,1,1,1,1,2,0.85,2,0.634778012684989,1,1,1,1,1,1,0,0,0,0,2,0.997173621423089,"INHS_FISH_75405"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_75455"
1,1,1,1,1,1,1,1,2,0.506956196447976,1,1,1,1,1,1,0,0,0,0,2,0.980035388775749,"INHS_FISH_75526"
1,1,2,0.620211898940505,2,0.999929576087169,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_75572"
1,1,0,0,1,1,2,0.968172173385874,2,0.533404435693385,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_76172"
1,1,2,0.96,1,1,1,1,2,0.833116749880309,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_76200"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_76221"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976000317001867,"INHS_FISH_76260"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_76296"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_76360"
1,1,1,1,1,1,1,1,2,0.790900571945584,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_76551"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_76758"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_7695"
1,1,0,0,3,0.991001358285542,1,1,1,1,2,0.987943262411348,1,1,1,1,0,0,0,0,2,0.983966997183925,"INHS_FISH_7705"
1,1,0,0,2,0.999814610543098,2,0.998724218583883,2,0.604069827497159,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_77121"
1,1,0,0,1,1,1,1,2,0.996763754045307,1,1,1,1,1,1,0,0,0,0,2,0.983407623944838,"INHS_FISH_77504"
1,1,1,1,1,1,3,0.993731003039514,2,0.565697376657372,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_77512"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.987188895240155,"INHS_FISH_77965"
1,1,2,0.973782771535581,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_78175"
1,1,0,0,1,1,6,0.72078501338091,2,0.603798437739317,1,1,1,1,1,1,0,0,0,0,2,0.989722400270695,"INHS_FISH_78184"
1,1,2,0.97444089456869,1,1,1,1,1,1,2,0.997617832227327,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_78486"
1,1,0,0,1,1,1,1,2,0.914347677205798,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_78500"
1,1,0,0,1,1,1,1,2,0.816578812333815,1,1,1,1,1,1,0,0,0,0,2,0.969774493541414,"INHS_FISH_78507"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_78613"
1,1,0,0,1,1,1,1,2,0.515186028853455,0,0,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_78733"
1,1,0,0,1,1,1,1,2,0.557956090926753,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_78752"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.98325592700028,"INHS_FISH_78759"
1,1,3,0.679144385026738,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_78762"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.981511058529692,"INHS_FISH_79123"
1,1,0,0,2,0.994843489772388,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79145"
1,1,1,1,1,1,1,1,2,0.953099173553719,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79155"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79202"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79214"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.996678743961353,0,0,0,0,2,0.988199736421065,"INHS_FISH_79253"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976324164916998,"INHS_FISH_79287"
1,1,0,0,1,1,2,0.999239708917128,2,0.602217526141011,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79398"
1,1,2,0.993345656192237,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.972063760850704,"INHS_FISH_79402"
1,1,3,0.977142857142857,1,1,1,1,3,0.921335525483749,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79653"
1,1,1,1,1,1,3,0.997161824129305,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79758"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.984447936947292,"INHS_FISH_79784"
2,0.994707759358705,2,0.875,2,0.999891409397431,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79848"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79899"
1,1,0,0,2,0.990995541312526,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_79944"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.971948488924469,"INHS_FISH_81124"
1,1,0,0,1,1,1,1,2,0.527939581408428,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_81465"
1,1,3,0.448598130841121,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.987697239364431,"INHS_FISH_82397"
1,1,0,0,1,1,2,0.992892613856634,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_82406"
1,1,1,1,1,1,1,1,2,0.969446456726467,1,1,1,1,1,1,0,0,0,0,2,0.979172713708836,"INHS_FISH_82417"
1,1,0,0,1,1,1,1,2,0.64930319510537,1,1,1,1,1,1,0,0,0,0,2,0.991656632387399,"INHS_FISH_82429"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_82436"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_82448"
1,1,2,0.881720928078544,2,0.999566047561187,2,0.997367951463241,1,1,1,1,1,1,1,1,0,0,0,0,2,0.974399779988083,"INHS_FISH_82514"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983169079049945,"INHS_FISH_82517"
1,1,0,0,1,1,1,1,2,0.640066654323273,1,1,1,1,1,1,0,0,0,0,2,0.974300511383994,"INHS_FISH_82543"
1,1,1,1,1,1,2,0.999626757350807,2,0.850220264317181,1,1,1,1,1,1,0,0,0,0,2,0.984424924153085,"INHS_FISH_82778"
1,1,2,0.981035740335522,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_82900"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.999418836680233,"INHS_FISH_83027"
1,1,1,1,2,0.996105745984867,1,1,2,0.905188173737628,1,1,1,1,1,1,0,0,0,0,2,0.962064200425929,"INHS_FISH_83101"
1,1,0,0,1,1,1,1,3,0.960047639670853,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_83216"
1,1,2,0.9,1,1,1,1,2,0.536386507640701,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_83228"
1,1,0,0,1,1,2,0.996411483253589,2,0.58266255362221,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_83350"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.994465714163494,"INHS_FISH_83392"
1,1,2,0.855555555555556,3,0.995817117859273,2,0.516129032258065,3,0.730350120813,2,0.997928116165961,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_84159"
1,1,1,1,4,0.53251541879435,1,1,1,1,1,1,3,0.989488862236716,1,1,0,0,0,0,1,1,"INHS_FISH_85573"
1,1,0,0,1,1,1,1,1,1,2,0.635610766045549,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_85684"
1,1,1,1,1,1,1,1,2,0.820908927609125,2,0.993248575186322,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_85989"
1,1,0,0,1,1,1,1,2,0.569652687418677,1,1,1,1,1,1,0,0,0,0,2,0.960476614973591,"INHS_FISH_86754"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_86923"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.983091184768631,"INHS_FISH_86961"
1,1,2,0.636680884063591,1,1,1,1,2,0.559982882411678,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_86967"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.972816540977382,"INHS_FISH_86981"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87192"
1,1,0,0,2,0.999756159512319,1,1,2,0.993273199816542,1,1,1,1,1,1,0,0,0,0,4,0.977956099446713,"INHS_FISH_87318"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87354"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87361"
1,1,0,0,1,1,2,0.999582579657715,2,0.866835163099281,1,1,1,1,1,1,0,0,0,0,2,0.997560497541956,"INHS_FISH_87372"
1,1,1,1,2,0.999889657201707,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87393"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87395"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87409"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.971120262588355,"INHS_FISH_87425"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87433"
2,0.999906492534987,1,1,1,1,2,0.999119214339191,4,0.81915304770318,1,1,1,1,1,1,0,0,0,0,2,0.975801251565692,"INHS_FISH_87444"
1,1,3,0.935651271406331,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87545"
1,1,2,0.905646890636169,1,1,1,1,3,0.685879078772234,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87561"
1,1,2,0.998529411764706,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_87969"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_88015"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_88042"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_88046"
1,1,0,0,2,0.999949447077409,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.965439977607501,"INHS_FISH_88057"
1,1,0,0,1,1,1,1,2,0.995876713740851,1,1,1,1,1,1,0,0,0,0,2,0.991180207788325,"INHS_FISH_88063"
1,1,4,0.75448275862069,2,0.998853928687221,1,1,2,0.834090341901672,1,1,1,1,1,1,0,0,0,0,2,0.992050450538363,"INHS_FISH_88076"
1,1,1,1,1,1,2,0.996381909547739,2,0.520842755329601,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_88093"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_88290"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_88630"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_88952"
1,1,1,1,1,1,1,1,2,0.969218241042345,3,0.793156393946041,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_89013"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_89026"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.975246782081671,"INHS_FISH_89039"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976104888199426,"INHS_FISH_89077"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.986589615945477,"INHS_FISH_89615"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.996573206436795,"INHS_FISH_89697"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.987830445339392,"INHS_FISH_90066"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.978287789309542,"INHS_FISH_90142"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976625866961517,"INHS_FISH_91757"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_91775"
