"X","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","SL_bbox.diff","SL_lm.diff","HL_bbox.diff","HL_lm.diff","pOD_bbox.diff","pOD_lm.diff","ED_bbox.diff","ED_lm.diff","HH_lm.diff","EA_m.diff","HA_m.diff"
"INHS_FISH_74312",5.29,5.29,1.13,1.14,0.28,0.29,0.37,0.37,248,0.1,0.59,52.94,52.91,11.34,11.36,2.78,2.93,3.72,3.7,6.28,3820.57,23196.69,-0.00399999999999956,-0.000999999999999446,-0.004,0.004,0.00200000000000006,-0.00300000000000006,-0.002,0,247.372,-381.957,-2319.079
"INHS_FISH_74601",4.72,4.73,1.11,1.11,0.31,0.33,0.35,0.34,226,0.09,0.55,47.24,47.26,11.07,11.07,3.07,3.25,3.45,3.43,5.74,3388.24,21638.22,-0.00400000000000045,0.00400000000000045,0.00300000000000011,0.00300000000000011,0.003,0.005,0.00499999999999995,-0.003,225.426,-338.734,-2163.272
"INHS_FISH_74801",5.26,5.26,1.22,1.22,0.37,0.37,0.36,0.36,249,0.09,0.62,52.6,52.63,12.17,12.21,3.72,3.73,3.57,3.58,6.35,3552.55,24368.67,0,-0.00300000000000011,0.00299999999999989,-0.00100000000000011,-0.002,-0.003,0.003,0.002,248.365,-355.165,-2436.247
"INHS_FISH_75065",4.16,4.18,0.9,0.91,0.3,0.3,0.32,0.32,208,0.07,0.39,41.58,41.83,9.03,9.1,2.96,2.99,3.21,3.21,5.26,2731.52,15543.38,0.00200000000000067,-0.00300000000000011,-0.00299999999999989,1.11022302462516e-16,0.004,0.000999999999999945,-0.001,-0.001,207.474,-273.082,-1553.948
"INHS_FISH_75252",5.51,5.51,1.17,1.17,0.29,0.3,0.37,0.37,260,0.1,0.65,55.09,55.15,11.69,11.67,2.94,3.04,3.73,3.7,6.64,4095.3,25650.3,0.000999999999999446,-0.00499999999999989,0.00099999999999989,0.00299999999999989,-0.004,-0.004,-0.003,0,259.336,-409.43,-2564.38
"INHS_FISH_75405",5.16,5.2,1.14,1.16,0.33,0.33,0.35,0.35,242,0.08,0.63,51.59,52.03,11.42,11.55,3.31,3.32,3.52,3.5,6.46,3132.49,23532.93,0.000999999999999446,-0.00300000000000011,-0.002,0.00499999999999989,-0.001,-0.00199999999999995,-0.002,0,241.354,-313.169,-2352.663
"INHS_FISH_75455",5.33,5.33,1.17,1.17,0.35,0.38,0.34,0.34,246,0.08,0.61,53.28,53.27,11.71,11.68,3.55,3.77,3.37,3.35,6.24,2981.23,23947.69,0.00199999999999978,0.00300000000000011,-0.00100000000000011,0.002,-0.005,0.003,0.003,0.005,245.376,-298.043,-2394.159
"INHS_FISH_75526",4.61,4.6,1.21,1.21,0.35,0.37,0.34,0.34,233,0.08,0.61,46.06,46.04,12.12,12.12,3.53,3.67,3.38,3.38,5.92,3063.39,23892.99,0.00400000000000045,-0.00400000000000045,-0.002,-0.002,-0.003,0.003,0.00200000000000006,0.00200000000000006,232.408,-306.259,-2388.689
"INHS_FISH_75572",7.76,7.76,1.77,1.77,0.55,0.56,0.49,0.49,350,0.16,1.32,77.6,77.59,17.69,17.67,5.53,5.62,4.92,4.93,8.92,6231.69,51972.93,0,0.000999999999999446,0.00099999999999989,0.00299999999999989,-0.003,-0.002,-0.002,-0.003,349.108,-623.009,-5195.973
"INHS_FISH_76172",4.4,4.47,1.04,1.05,0.3,0.3,0.32,0.32,236,0.08,0.49,44.02,44.71,10.37,10.48,3,3,3.23,3.21,5.96,3032.05,19466.03,-0.00199999999999978,-0.00100000000000033,0.00300000000000011,0.002,0,0,-0.003,-0.001,235.404,-303.125,-1946.113
"INHS_FISH_76200",4.16,4.17,0.89,0.89,0.2,0.2,0.3,0.29,198,0.06,0.4,41.55,41.67,8.93,8.92,2.01,2.02,2.95,2.93,5.04,2401.15,15634.06,0.00500000000000078,0.00300000000000011,-0.003,-0.002,-0.000999999999999973,-0.002,0.00499999999999995,-0.00300000000000006,197.496,-240.055,-1563.006
"INHS_FISH_76221",6.3,6.3,1.55,1.55,0.39,0.43,0.42,0.42,331,0.13,1.05,63.01,63.01,15.49,15.49,3.91,4.33,4.24,4.22,8.35,5039.06,41564.97,-0.00100000000000033,-0.00100000000000033,0.00100000000000011,0.00100000000000011,-0.001,-0.003,-0.00400000000000006,-0.002,330.165,-503.776,-4155.447
"INHS_FISH_76260",3.4,3.4,0.89,0.89,0.24,0.26,0.23,0.23,190,0.04,0.37,33.98,33.96,8.95,8.92,2.45,2.58,2.32,2.3,4.84,1443.44,14616.89,0.00200000000000022,0.004,-0.00499999999999989,-0.002,-0.00500000000000003,0.002,-0.00199999999999997,2.77555756156289e-17,189.516,-144.304,-1461.319
"INHS_FISH_76296",5.36,5.36,1.31,1.3,0.34,0.35,0.41,0.41,267,0.12,0.75,53.58,53.58,13.06,13.04,3.41,3.46,4.1,4.07,6.8,4695.49,29643.19,0.00200000000000067,0.00200000000000067,0.004,-0.00399999999999978,-0.001,0.004,0,0.00299999999999995,266.32,-469.429,-2963.569
"INHS_FISH_76360",5,5.02,1.12,1.12,0.31,0.31,0.34,0.34,255,0.07,0.59,50,50.21,11.19,11.2,3.07,3.14,3.4,3.38,6.43,2798.14,23498.3,0,-0.00100000000000033,0.00100000000000011,2.22044604925031e-16,0.003,-0.004,5.55111512312578e-17,0.00200000000000006,254.357,-279.744,-2349.24
"INHS_FISH_76551",4.76,4.77,1.14,1.14,0.29,0.3,0.34,0.34,229,0.08,0.57,47.65,47.66,11.36,11.4,2.92,2.96,3.41,3.38,5.82,3137.95,22594.63,-0.00499999999999989,0.00399999999999956,0.004,-2.22044604925031e-16,-0.002,0.004,-0.001,0.00200000000000006,228.418,-313.715,-2258.893
"INHS_FISH_76758",4.35,4.34,1.09,1.1,0.3,0.3,0.31,0.31,225,0.07,0.52,43.47,43.45,10.94,11.01,2.97,2.97,3.1,3.07,5.71,2835,20557.5,0.00300000000000011,-0.00500000000000078,-0.00399999999999978,-0.00099999999999989,0.00299999999999995,0.00299999999999995,0,0.003,224.429,-283.43,-2055.23
"INHS_FISH_7695",2.74,2.74,0.72,0.72,0.2,0.22,0.26,0.26,168,0.04,0.25,27.42,27.44,7.18,7.21,2.05,2.18,2.58,2.56,4.25,1746.78,9704.65,-0.00199999999999978,-0.004,0.002,-0.001,-0.00499999999999998,0.00199999999999997,0.002,0.004,167.575,-174.638,-970.215
"INHS_FISH_7705",3.08,3.08,0.84,0.84,0.21,0.22,0.24,0.23,171,0.04,0.32,30.83,30.81,8.41,8.39,2.15,2.21,2.35,2.33,4.32,1486.33,12575.9,-0.00299999999999967,-0.00099999999999989,-0.001,0.00099999999999989,-0.005,-0.001,0.00499999999999998,-0.003,170.568,-148.593,-1257.27
"INHS_FISH_77121",5.41,5.41,1.2,1.2,0.34,0.34,0.35,0.35,251,0.09,0.65,54.13,54.1,11.98,12,3.38,3.41,3.54,3.52,6.38,3686.03,25478.69,-0.00300000000000011,0,0.002,0,0.00200000000000006,-0.001,-0.004,-0.002,250.362,-368.513,-2547.219
"INHS_FISH_77504",7.26,7.27,1.73,1.73,0.51,0.53,0.52,0.52,341,0.18,1.28,72.63,72.71,17.33,17.3,5.07,5.28,5.18,5.17,8.91,6954.94,49157.36,-0.00300000000000011,-0.000999999999999446,-0.00299999999999989,0,0.003,0.002,0.002,0.003,340.109,-695.314,-4914.456
"INHS_FISH_77512",4.56,4.56,1.09,1.09,0.3,0.3,0.35,0.35,224,0.08,0.51,45.65,45.63,10.86,10.85,3.02,3.02,3.48,3.45,5.68,3038.6,20032.43,-0.00499999999999989,-0.003000000000001,0.00400000000000023,0.00500000000000012,-0.002,-0.002,0.002,0.00499999999999995,223.432,-303.78,-2002.733
"INHS_FISH_77965",3.99,4.03,0.93,0.93,0.23,0.25,0.29,0.29,189,0.07,0.38,39.94,40.26,9.32,9.3,2.34,2.51,2.9,2.88,5.03,2452.39,14120.02,-0.00399999999999956,0.00400000000000045,-0.002,0,-0.00399999999999998,-0.001,0,0.002,188.497,-245.169,-1411.622
"INHS_FISH_78175",5.6,5.6,1.24,1.24,0.36,0.36,0.35,0.35,255,0.09,0.69,56.02,55.99,12.35,12.36,3.61,3.63,3.51,3.48,6.48,3500.96,27255.61,-0.00200000000000067,0.000999999999999446,0.00500000000000012,0.004,-0.001,-0.003,-0.001,0.002,254.352,-350.006,-2724.871
"INHS_FISH_78184",4.39,4.39,1.02,1.02,0.27,0.28,0.33,0.33,222,0.08,0.49,43.93,43.93,10.2,10.18,2.69,2.84,3.32,3.32,5.63,3101.32,19365.99,-0.00300000000000011,-0.00300000000000011,0,0.002,0.001,-0.00399999999999995,-0.00199999999999995,-0.00199999999999995,221.437,-310.052,-1936.109
"INHS_FISH_78486",3.29,3.29,0.72,0.72,0.17,0.17,0.25,0.25,159,0.05,0.26,32.95,32.94,7.21,7.22,1.73,1.73,2.51,2.49,4.04,1809.7,10303.64,-0.00500000000000034,-0.00399999999999956,-0.001,-0.002,-0.00299999999999997,-0.00299999999999997,-0.001,0.000999999999999973,158.596,-180.92,-1030.104
"INHS_FISH_78500",6.01,6.01,1.28,1.27,0.35,0.37,0.38,0.38,276,0.1,0.74,60.06,60.09,12.76,12.74,3.49,3.66,3.79,3.77,7.03,3927.71,29244.71,0.00399999999999956,0.000999999999999446,0.004,-0.004,0.000999999999999945,0.004,0.001,0.003,275.297,-392.671,-2923.731
"INHS_FISH_78507",4.64,4.65,1.14,1.14,0.33,0.35,0.35,0.34,251,0.08,0.61,46.4,46.46,11.42,11.4,3.3,3.5,3.45,3.43,6.37,3313.61,24196.66,0,0.00400000000000045,-0.002,-2.22044604925031e-16,5.55111512312578e-17,0,0.00499999999999995,-0.003,250.363,-331.281,-2419.056
"INHS_FISH_78613",5.06,5.06,1.3,1.3,0.33,0.35,0.4,0.39,264,0.1,0.73,50.61,50.61,12.98,12.96,3.31,3.51,3.97,3.95,6.72,3978.04,28690.17,-0.00100000000000033,-0.00100000000000033,0.002,0.004,-0.001,-0.001,0.003,-0.005,263.328,-397.704,-2868.287
"INHS_FISH_78733",3.22,3.22,0.78,0.78,0.21,0.22,0.25,0.25,167,0.05,0.28,32.17,32.16,7.83,7.8,2.08,2.24,2.52,2.51,4.24,1957.66,10889.08,0.00300000000000011,0.00400000000000045,-0.003,0,0.00199999999999997,-0.00400000000000003,-0.002,-0.001,166.576,-195.716,-1088.628
"INHS_FISH_78752",3.47,3.47,0.86,0.86,0.21,0.21,0.28,0.28,176,0.05,0.32,34.65,34.69,8.58,8.57,2.08,2.09,2.78,2.76,4.45,2139.63,12528.19,0.00500000000000034,0.00100000000000033,0.002,0.003,0.00199999999999997,0.001,0.00200000000000006,0.00400000000000006,175.555,-213.913,-1252.499
"INHS_FISH_78759",3.12,3.16,0.72,0.72,0.19,0.2,0.21,0.21,159,0.03,0.25,31.18,31.64,7.2,7.2,1.94,1.99,2.07,2.05,4.06,1029.34,9884.15,0.00200000000000022,-0.004,0,0,-0.004,0.001,0.003,0.005,158.594,-102.904,-988.165
"INHS_FISH_78762",5.36,5.36,1.37,1.37,0.35,0.37,0.39,0.39,295,0.11,0.88,53.57,53.62,13.73,13.71,3.45,3.73,3.94,3.91,7.54,4249.7,34358.88,0.00300000000000011,-0.00199999999999978,-0.00299999999999989,-0.00099999999999989,0.00499999999999995,-0.003,-0.004,-0.001,294.246,-424.86,-3435.008
"INHS_FISH_79123",5.85,5.87,1.39,1.41,0.41,0.41,0.43,0.42,301,0.12,0.9,58.55,58.71,13.93,14.08,4.07,4.09,4.27,4.24,7.55,4910.11,35821.26,-0.00499999999999989,-0.00100000000000033,-0.00300000000000011,0.002,0.00299999999999995,0.001,0.00300000000000006,-0.00400000000000006,300.245,-490.891,-3581.226
"INHS_FISH_79145",4.27,4.27,0.97,0.97,0.24,0.24,0.3,0.3,200,0.06,0.43,42.71,42.74,9.74,9.72,2.36,2.44,2.99,2.98,5.07,2411.69,16791.53,-0.00100000000000033,-0.00400000000000045,-0.004,-0.00200000000000011,0.004,-0.004,0.000999999999999945,0.002,199.493,-241.109,-1678.723
"INHS_FISH_79155",3.25,3.31,0.71,0.71,0.17,0.17,0.25,0.25,159,0.04,0.25,32.53,33.14,7.06,7.06,1.72,1.74,2.53,2.51,4.03,1674.18,10045.82,-0.00300000000000011,-0.004,0.004,0.004,-0.00199999999999997,-0.00399999999999998,-0.003,-0.001,158.597,-167.378,-1004.332
"INHS_FISH_79202",5.77,5.78,1.25,1.25,0.35,0.35,0.33,0.32,252,0.08,0.69,57.7,57.82,12.51,12.51,3.51,3.52,3.26,3.24,6.37,3199.6,27169.95,-8.88178419700125e-16,-0.00199999999999978,-0.00099999999999989,-0.00099999999999989,-0.001,-0.002,0.00400000000000006,-0.004,251.363,-319.88,-2716.305
"INHS_FISH_79214",5.4,5.4,1.43,1.43,0.46,0.46,0.41,0.41,277,0.12,0.82,53.97,54.04,14.28,14.31,4.61,4.65,4.15,4.14,7.05,4624.13,32229.91,0.00300000000000011,-0.00399999999999956,0.002,-0.00100000000000011,-0.001,-0.005,-0.00500000000000006,-0.004,276.295,-462.293,-3222.171
"INHS_FISH_79253",5.06,5.07,1.03,1.03,0.3,0.3,0.31,0.31,225,0.07,0.53,50.61,50.71,10.3,10.29,3.04,3.04,3.12,3.11,6.01,2643.89,19879.46,-0.00100000000000033,-0.000999999999999446,0,0.00100000000000011,-0.004,-0.004,-0.002,-0.001,224.399,-264.319,-1987.416
"INHS_FISH_79287",7.13,7.13,1.75,1.75,0.49,0.5,0.54,0.54,315,0.19,1.23,71.28,71.33,17.49,17.47,4.9,5.01,5.37,5.37,8.58,7083.05,45125.88,0.00199999999999978,-0.00300000000000011,0.00100000000000011,0.00300000000000011,-5.55111512312578e-17,-0.001,0.003,0.003,314.142,-708.115,-4511.358
"INHS_FISH_79398",5.83,5.88,1.41,1.41,0.46,0.46,0.41,0.4,266,0.12,0.82,58.27,58.8,14.06,14.1,4.59,4.63,4.05,4.03,7.19,4411.16,30368.33,0.00300000000000011,0,0.00399999999999978,0,0.00100000000000006,-0.00299999999999995,0.005,-0.003,265.281,-440.996,-3036.013
"INHS_FISH_79402",5.2,5.2,1.17,1.17,0.33,0.36,0.34,0.34,254,0.07,0.64,52.01,52,11.68,11.66,3.33,3.62,3.41,3.38,6.41,2957.16,25429.59,-0.000999999999999446,0,0.002,0.004,-0.003,-0.002,-0.001,0.00200000000000006,253.359,-295.646,-2542.319
"INHS_FISH_79653",4.13,4.13,1.02,1.02,0.25,0.25,0.28,0.28,213,0.05,0.47,41.28,41.27,10.23,10.22,2.47,2.55,2.8,2.79,5.38,2088.65,18456.49,0.00199999999999978,0.00299999999999923,-0.00300000000000011,-0.002,0.00299999999999997,-0.005,5.55111512312578e-17,0.001,212.462,-208.815,-1845.179
"INHS_FISH_79758",4.19,4.2,0.96,0.96,0.27,0.27,0.31,0.3,194,0.07,0.41,41.89,42.03,9.57,9.6,2.69,2.7,3.07,3.05,4.92,2649.18,16215.32,0.00100000000000033,-0.00300000000000011,0.00299999999999989,0,0.001,0,0.003,-0.005,193.508,-264.848,-1621.122
"INHS_FISH_79784",3.71,3.71,0.9,0.89,0.25,0.26,0.3,0.3,185,0.06,0.36,37.14,37.11,8.95,8.94,2.46,2.6,3.04,3.03,4.69,2419.46,14061.91,-0.004,-0.00099999999999989,0.00500000000000012,-0.00399999999999989,0.004,0,-0.004,-0.003,184.531,-241.886,-1405.831
"INHS_FISH_79848",4.07,4.1,0.97,0.98,0.25,0.25,0.36,0.35,222,0.09,0.45,40.65,41,9.74,9.84,2.55,2.55,3.56,3.54,5.6,3504.36,17914.19,0.00500000000000078,0,-0.004,-0.004,-0.005,-0.005,0.004,-0.004,221.44,-350.346,-1790.969
"INHS_FISH_79899",5.09,5.1,1.27,1.27,0.3,0.32,0.37,0.37,278,0.1,0.78,50.88,51.03,12.68,12.66,3.04,3.23,3.7,3.67,7.09,3849.85,30385.73,0.00199999999999978,-0.00300000000000011,0.002,0.004,-0.004,-0.003,0,0.003,277.291,-384.885,-3037.793
"INHS_FISH_79944",3.9,3.92,0.94,0.95,0.28,0.28,0.32,0.32,201,0.07,0.4,38.97,39.22,9.38,9.48,2.77,2.77,3.23,3.2,5.11,2659.84,15858.69,0.00300000000000011,-0.00199999999999978,0.00199999999999989,0.00199999999999989,0.003,0.003,-0.003,0,200.489,-265.914,-1585.469
"INHS_FISH_81124",3.87,3.87,0.92,0.92,0.21,0.22,0.3,0.3,188,0.06,0.37,38.69,38.67,9.21,9.18,2.12,2.22,2.98,2.96,4.75,2532.48,14750.79,0.00100000000000033,0.00300000000000011,-0.001,0.00200000000000011,-0.00200000000000003,-0.00200000000000003,0.002,0.004,187.525,-253.188,-1474.709
"INHS_FISH_81465",4.19,4.22,1.07,1.08,0.31,0.32,0.32,0.32,226,0.08,0.5,41.93,42.19,10.69,10.81,3.13,3.18,3.21,3.18,5.71,2999.71,19923.61,-0.00299999999999923,0.00100000000000033,0.00100000000000011,-0.00099999999999989,-0.003,0.002,-0.001,0.002,225.429,-299.891,-1991.861
"INHS_FISH_82397",4.9,4.91,1.17,1.17,0.36,0.36,0.34,0.34,255,0.09,0.64,49.04,49.06,11.68,11.66,3.56,3.58,3.43,3.4,6.48,3379.45,25220.31,-0.00399999999999956,0.00399999999999956,0.002,0.004,0.004,0.002,-0.003,5.55111512312578e-17,254.352,-337.855,-2521.391
"INHS_FISH_82406",6.01,6.01,1.32,1.31,0.34,0.36,0.38,0.38,280,0.1,0.81,60.14,60.12,13.16,13.15,3.42,3.58,3.85,3.82,7.08,3916.68,31990.24,-0.00400000000000045,-0.00199999999999978,0.004,-0.00499999999999989,-0.00199999999999995,0.002,-0.005,-0.002,279.292,-391.568,-3198.214
"INHS_FISH_82417",5.05,5.1,1.09,1.09,0.32,0.32,0.34,0.33,228,0.08,0.57,50.55,51.03,10.88,10.89,3.2,3.21,3.36,3.33,6.08,2858.86,21382.22,-0.00499999999999989,-0.00300000000000011,0.002,0.00100000000000011,0,-0.001,0.00400000000000006,-0.003,227.392,-285.806,-2137.652
"INHS_FISH_82429",3.75,3.75,0.83,0.83,0.19,0.21,0.26,0.26,179,0.05,0.33,37.49,37.53,8.34,8.31,1.88,2.11,2.59,2.57,4.55,1851.58,12953.71,0.00099999999999989,-0.00300000000000011,-0.004,-0.00100000000000011,0.002,-0.001,0.001,0.003,178.545,-185.108,-1295.041
"INHS_FISH_82436",4.94,4.95,1.14,1.14,0.34,0.34,0.34,0.34,239,0.08,0.59,49.37,49.49,11.38,11.36,3.38,3.44,3.44,3.41,6.37,3108.61,21964.93,0.003000000000001,0.00100000000000033,0.00199999999999978,0.004,0.00200000000000006,-0.00399999999999995,-0.00399999999999995,-0.001,238.363,-310.781,-2195.903
"INHS_FISH_82448",4.49,4.51,1.04,1.04,0.3,0.3,0.34,0.34,221,0.08,0.47,44.86,45.07,10.38,10.42,3.03,3.03,3.39,3.37,5.64,3074.88,18238.41,0.00400000000000045,0.00300000000000011,0.002,-0.002,-0.003,-0.003,0.001,0.003,220.436,-307.408,-1823.371
"INHS_FISH_82514",6.69,6.7,1.56,1.56,0.41,0.43,0.48,0.48,301,0.16,1.01,66.9,67.02,15.63,15.61,4.14,4.34,4.8,4.78,7.64,6111.15,39624.77,0,-0.00199999999999978,-0.00300000000000011,-0.00099999999999989,-0.004,-0.004,0,0.00199999999999995,300.236,-610.955,-3961.467
"INHS_FISH_82517",5.79,5.79,1.16,1.18,0.3,0.31,0.36,0.36,277,0.09,0.72,57.92,57.92,11.57,11.75,3.04,3.15,3.62,3.6,6.97,3537.88,28543.73,-0.00199999999999978,-0.00199999999999978,0.00299999999999989,0.00499999999999989,-0.004,-0.005,-0.002,0,276.303,-353.698,-2853.653
"INHS_FISH_82543",3.66,3.65,0.9,0.89,0.21,0.23,0.27,0.27,180,0.05,0.35,36.56,36.53,8.97,8.95,2.05,2.35,2.74,2.72,4.56,1982.03,13736.55,0.004,-0.00300000000000011,0.003,-0.00499999999999989,0.005,-0.005,-0.004,-0.002,179.544,-198.153,-1373.305
"INHS_FISH_82778",4.65,4.66,1.05,1.06,0.3,0.3,0.32,0.32,225,0.07,0.51,46.46,46.57,10.45,10.62,2.96,2.96,3.19,3.16,5.69,2843.51,20200.13,0.00400000000000045,0.00300000000000011,0.00500000000000012,-0.00199999999999978,0.004,0.004,0.001,0.004,224.431,-284.281,-2019.503
"INHS_FISH_82900",4.02,4.02,0.9,0.9,0.22,0.24,0.3,0.29,180,0.06,0.37,40.22,40.2,8.99,8.96,2.24,2.35,2.96,2.93,4.8,2189.53,13819.18,-0.00200000000000067,-8.88178419700125e-16,0.001,0.00399999999999989,-0.00400000000000003,0.00499999999999998,0.004,-0.00300000000000006,179.52,-218.893,-1381.548
"INHS_FISH_83027",5.74,5.74,1.36,1.36,0.37,0.38,0.39,0.38,269,0.09,0.79,57.41,57.41,13.58,13.56,3.68,3.83,3.86,3.84,6.83,3707.15,31086.84,-0.000999999999999446,-0.000999999999999446,0.002,0.004,0.002,-0.003,0.004,-0.004,268.317,-370.625,-3107.894
"INHS_FISH_83101",4.71,4.72,1.06,1.08,0.28,0.33,0.29,0.29,238,0.05,0.53,47.09,47.22,10.61,10.76,2.77,3.34,2.93,2.91,6.34,2007.96,20017.53,0.000999999999999446,-0.00199999999999978,-0.00099999999999989,0.004,0.003,-0.00399999999999995,-0.00300000000000006,-0.00100000000000006,237.366,-200.746,-2001.223
"INHS_FISH_83216",4.69,4.7,1.01,1.01,0.24,0.24,0.29,0.29,216,0.06,0.49,46.88,47.02,10.15,10.14,2.41,2.44,2.94,2.92,5.48,2521.06,19474.12,0.00199999999999978,-0.00199999999999978,-0.00500000000000012,-0.004,-0.00100000000000003,-0.004,-0.004,-0.002,215.452,-252.046,-1946.922
"INHS_FISH_83228",3.86,3.88,0.89,0.9,0.23,0.24,0.29,0.29,185,0.06,0.36,38.55,38.75,8.94,8.99,2.33,2.35,2.86,2.86,4.69,2430.46,14256.51,0.00500000000000034,0.00499999999999989,-0.00399999999999989,0.001,-0.003,0.00499999999999998,0.004,0.004,184.531,-242.986,-1425.291
"INHS_FISH_83350",4.28,4.28,1.03,1.04,0.28,0.28,0.33,0.33,219,0.08,0.49,42.8,42.8,10.34,10.41,2.77,2.83,3.33,3.31,5.57,3094.88,19378.69,8.88178419700125e-16,8.88178419700125e-16,-0.004,-0.00099999999999989,0.003,-0.003,-0.003,-0.001,218.443,-309.408,-1937.379
"INHS_FISH_83392",3.53,3.53,0.86,0.87,0.22,0.22,0.27,0.27,164,0.05,0.29,35.28,35.25,8.58,8.69,2.22,2.24,2.73,2.72,4.18,1934.52,11460.91,0.00199999999999978,0.00499999999999989,0.002,0.001,-0.00200000000000003,-0.00400000000000003,-0.003,-0.002,163.582,-193.402,-1145.801
"INHS_FISH_84159",8.62,8.64,2.09,2.12,0.51,0.6,0.56,0.56,360,0.23,1.87,86.2,86.39,20.85,21.22,5.08,6.01,5.63,5.6,10.44,7895.46,64451.42,-1.77635683940025e-15,0.00100000000000122,0.00499999999999989,-0.00199999999999978,0.002,-0.001,-0.00299999999999989,1.11022302462516e-16,358.956,-789.316,-6443.272
"INHS_FISH_85573",4.12,4.13,1.03,1.03,0.29,0.3,0.31,0.3,265,0.07,0.54,41.22,41.3,10.3,10.33,2.88,3.02,3.06,3.04,6.76,2604.73,21361.2,-0.00199999999999978,0,0,-0.00299999999999989,0.002,-0.002,0.004,-0.004,264.324,-260.403,-2135.58
"INHS_FISH_85684",3.89,3.89,0.94,0.94,0.28,0.28,0.27,0.27,200,0.05,0.4,38.88,38.87,9.38,9.37,2.8,2.82,2.68,2.65,5.1,2009.73,15837.16,0.00199999999999978,0.00300000000000056,0.00199999999999989,0.003,5.55111512312578e-17,-0.00199999999999995,0.002,0.005,199.49,-200.923,-1583.316
"INHS_FISH_85989",3.86,3.87,0.89,0.89,0.22,0.25,0.23,0.23,199,0.03,0.37,38.64,38.71,8.9,8.87,2.22,2.49,2.25,2.26,5.09,1347,14403.52,-0.004,-0.00099999999999989,0,0.00300000000000011,-0.00200000000000003,0.000999999999999973,0.005,0.00400000000000003,198.491,-134.67,-1439.982
"INHS_FISH_86754",4.84,4.92,1.23,1.23,0.39,0.39,0.33,0.33,248,0.08,0.64,48.39,49.22,12.27,12.32,3.89,3.9,3.33,3.31,6.31,3097.51,25200.83,0.000999999999999446,-0.00199999999999978,0.00300000000000011,-0.002,0.001,0,-0.003,-0.001,247.369,-309.671,-2519.443
"INHS_FISH_86923",6.4,6.4,1.49,1.49,0.44,0.48,0.39,0.39,294,0.1,0.97,63.99,64.01,14.88,14.86,4.42,4.84,3.89,3.87,7.47,3823.33,38239.13,0.00100000000000033,-0.00100000000000033,0.002,0.004,-0.002,-0.004,0.001,0.003,293.253,-382.233,-3822.943
"INHS_FISH_86961",4.51,4.51,1.24,1.23,0.37,0.4,0.31,0.31,229,0.07,0.6,45.07,45.12,12.36,12.34,3.71,4.05,3.15,3.13,5.81,2562.48,23455.65,0.00300000000000011,-0.00199999999999978,0.004,-0.004,-0.001,-0.00499999999999995,-0.005,-0.003,228.419,-256.178,-2344.965
"INHS_FISH_86967",4.6,4.6,1.12,1.12,0.29,0.29,0.34,0.34,230,0.09,0.56,46.03,46.01,11.2,11.19,2.89,2.92,3.4,3.37,5.83,3368.48,21992.09,-0.00300000000000011,-0.00100000000000033,2.22044604925031e-16,0.00100000000000011,0.000999999999999945,-0.002,5.55111512312578e-17,0.003,229.417,-336.758,-2198.649
"INHS_FISH_86981",4.28,4.28,1.02,1.03,0.27,0.27,0.32,0.31,217,0.07,0.48,42.76,42.79,10.23,10.3,2.67,2.68,3.16,3.13,5.52,2676.77,18952.7,0.00400000000000045,0.00100000000000033,-0.00300000000000011,0,0.003,0.002,0.004,-0.003,216.448,-267.607,-1894.79
"INHS_FISH_87192",6.49,6.49,1.4,1.42,0.38,0.39,0.37,0.36,282,0.1,0.87,64.89,64.9,13.99,14.17,3.85,3.89,3.67,3.65,7.14,3770.74,34214.78,0.00100000000000033,0,0.00099999999999989,0.00299999999999989,-0.005,0.001,0.003,-0.005,281.286,-376.974,-3420.608
"INHS_FISH_87318",3.84,3.91,1.02,1.02,0.32,0.33,0.29,0.28,217,0.05,0.49,38.39,39.09,10.2,10.22,3.25,3.28,2.87,2.84,5.51,2028.91,19418.9,0.00099999999999989,0.00099999999999989,0,-0.002,-0.005,0.00200000000000006,0.00299999999999995,-0.00399999999999995,216.449,-202.841,-1941.4
"INHS_FISH_87354",5.72,5.72,1.16,1.16,0.29,0.29,0.37,0.37,255,0.09,0.66,57.19,57.18,11.64,11.62,2.9,2.95,3.71,3.71,6.44,3725.5,26040.38,0.00100000000000033,0.00199999999999978,-0.00400000000000023,-0.002,0,-0.00500000000000006,-0.001,-0.001,254.356,-372.46,-2603.378
"INHS_FISH_87361",4.99,4.99,1.08,1.08,0.25,0.29,0.32,0.32,228,0.07,0.56,49.87,49.9,10.82,10.82,2.55,2.9,3.2,3.18,5.75,2729.32,22041.18,0.00300000000000011,0,-0.002,-0.002,-0.005,0,0,0.002,227.425,-272.862,-2203.558
"INHS_FISH_87372",4.51,4.53,1.15,1.17,0.35,0.36,0.27,0.27,252,0.04,0.65,45.12,45.27,11.46,11.72,3.54,3.58,2.68,2.66,6.38,1613.27,25853.39,-0.00199999999999978,0.00300000000000011,0.00399999999999978,-0.00200000000000022,-0.004,0.002,0.002,0.004,251.362,-161.287,-2584.689
