"X","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","SL_bbox.diff","SL_lm.diff","HL_bbox.diff","HL_lm.diff","pOD_bbox.diff","pOD_lm.diff","ED_bbox.diff","ED_lm.diff","HH_lm.diff","EA_m.diff","HA_m.diff"
"INHS_FISH_58554",4.03,4.05,0.84,0.84,0.19,0.21,0.23,0.23,118,0.04,0.33,40.3,40.51,8.4,8.38,1.93,2.13,2.28,2.26,2.99,1436.29,13191.02,8.88178419700125e-16,-0.00100000000000033,-1.11022302462516e-16,0.00199999999999989,-0.003,-0.003,0.00200000000000003,0.00400000000000003,117.701,-143.589,-1318.772
"INHS_FISH_58593",2.9,2.9,0.73,0.72,0.14,0.16,0.22,0.22,153,0.03,0.25,29.04,29.05,7.26,7.25,1.44,1.61,2.18,2.15,3.87,1328.59,9790.41,-0.004,-0.00500000000000034,0.004,-0.005,-0.00399999999999998,-0.001,0.00199999999999997,0.005,152.613,-132.829,-978.791
"INHS_FISH_58602",4.57,4.58,1.08,1.08,0.29,0.3,0.3,0.3,237,0.07,0.56,45.73,45.79,10.83,10.83,2.89,2.98,3.04,3.03,6.01,2615.61,22170.31,-0.00299999999999923,0.00100000000000033,-0.00299999999999989,-0.00299999999999989,0.000999999999999945,0.002,-0.004,-0.003,236.399,-261.491,-2216.471
"INHS_FISH_58662",9.5,9.5,2.28,2.29,0.62,0.67,0.56,0.55,202,0.2,1.59,94.98,95.02,22.81,22.9,6.15,6.73,5.56,5.54,5.67,7082.57,56719.85,0.00199999999999889,-0.00199999999999889,-0.00099999999999989,0,0.005,-0.003,0.00400000000000011,-0.004,201.433,-708.057,-5670.395
"INHS_FISH_59003",5.98,5.98,1.37,1.37,0.37,0.37,0.44,0.44,283,0.12,0.83,59.78,59.79,13.7,13.74,3.72,3.74,4.38,4.36,7.17,4813.67,32758.04,0.00200000000000067,0.00100000000000033,2.22044604925031e-16,-0.004,-0.002,-0.004,0.002,0.00399999999999995,282.283,-481.247,-3274.974
"INHS_FISH_59049",4.73,4.74,1,1,0.27,0.28,0.32,0.32,211,0.07,0.46,47.27,47.41,10.01,9.98,2.72,2.82,3.17,3.16,5.31,2622.2,18271.13,0.00300000000000011,-0.000999999999999446,-0.00099999999999989,0.002,-0.002,-0.00199999999999995,0.003,0.004,210.469,-262.15,-1826.653
"INHS_FISH_59366",6.11,6.11,1.39,1.4,0.36,0.36,0.43,0.42,297,0.12,0.91,61.06,61.13,13.91,13.99,3.57,3.58,4.26,4.23,7.53,4819.92,35770.37,0.00400000000000045,-0.00300000000000011,-0.00100000000000011,0.00099999999999989,0.003,0.002,0.004,-0.00300000000000006,296.247,-481.872,-3576.127
"INHS_FISH_59447",4.39,4.56,1.12,1.14,0.33,0.33,0.34,0.34,250,0.09,0.59,43.94,45.57,11.2,11.4,3.3,3.34,3.41,3.38,6.31,3376.7,23480.28,-0.00400000000000045,0.00299999999999923,2.22044604925031e-16,-2.22044604925031e-16,5.55111512312578e-17,-0.00399999999999995,-0.001,0.00200000000000006,249.369,-337.58,-2347.438
"INHS_FISH_59481",5.61,5.61,1.34,1.34,0.35,0.36,0.38,0.37,292,0.09,0.86,56.13,56.12,13.4,13.37,3.51,3.64,3.76,3.74,7.37,3722.51,34217.86,-0.00300000000000011,-0.00199999999999978,0,0.00300000000000011,-0.001,-0.004,0.004,-0.004,291.263,-372.161,-3420.926
"INHS_FISH_59517",4.49,4.54,1.03,1.04,0.28,0.28,0.32,0.31,232,0.07,0.5,44.9,45.36,10.28,10.37,2.83,2.84,3.16,3.14,5.92,2662.37,19796.69,0,0.00400000000000045,0.002,0.00300000000000011,-0.003,-0.00399999999999995,0.004,-0.004,231.408,-266.167,-1979.169
"INHS_FISH_59529",2.69,2.71,0.69,0.69,0.18,0.18,0.22,0.22,152,0.04,0.23,26.91,27.14,6.9,6.9,1.77,1.78,2.22,2.2,3.84,1567.24,9100.47,-0.00099999999999989,-0.004,-1.11022302462516e-16,-1.11022302462516e-16,0.003,0.002,-0.00200000000000003,-2.77555756156289e-17,151.616,-156.684,-909.817
"INHS_FISH_59596",5.92,5.93,1.22,1.22,0.27,0.34,0.35,0.35,270,0.09,0.75,59.22,59.33,12.16,12.19,2.68,3.38,3.49,3.47,6.88,3631.75,29591.93,-0.00199999999999978,-0.00300000000000011,0.004,0.00100000000000011,0.002,0.00200000000000006,0.000999999999999945,0.00299999999999995,269.312,-363.085,-2958.443
"INHS_FISH_60532",6.13,6.14,1.62,1.62,0.44,0.46,0.46,0.46,317,0.15,1.1,61.31,61.43,16.23,16.21,4.35,4.62,4.65,4.62,8.37,5569,41591.73,-0.00100000000000033,-0.00300000000000011,-0.00299999999999989,-0.00099999999999989,0.00500000000000006,-0.002,-0.005,-0.002,316.163,-556.75,-4158.073
"INHS_FISH_60539",3.92,3.93,0.92,0.92,0.23,0.26,0.27,0.27,212,0.05,0.46,39.25,39.27,9.19,9.18,2.3,2.56,2.73,2.71,5.41,2081.7,17885.54,-0.00499999999999989,0.00299999999999967,0.00100000000000011,0.00200000000000011,2.77555756156289e-17,0.004,-0.003,-0.001,211.459,-208.12,-1788.094
"INHS_FISH_60540",4.59,4.66,1.2,1.2,0.35,0.36,0.35,0.34,247,0.07,0.62,45.86,46.57,12.02,12.03,3.54,3.64,3.46,3.44,6.29,2829.25,24234.82,0.00399999999999956,0.00300000000000011,-0.002,-0.00299999999999989,-0.004,-0.004,0.004,-0.00399999999999995,246.371,-282.855,-2422.862
"INHS_FISH_61084",2.52,2.53,0.6,0.6,0.12,0.12,0.18,0.18,129,0.02,0.18,25.21,25.28,6.03,6.04,1.22,1.24,1.78,1.76,3.28,902.82,7020.67,-0.00099999999999989,0.00199999999999978,-0.003,-0.004,-0.002,-0.004,0.002,0.004,128.672,-90.262,-701.887
"INHS_FISH_61088",4.06,4.07,1.02,1.02,0.25,0.25,0.29,0.29,210,0.06,0.47,40.56,40.7,10.18,10.23,2.47,2.5,2.93,2.9,5.34,2513.28,18538.5,0.00399999999999956,0,0.002,-0.00300000000000011,0.00299999999999997,0,-0.00300000000000006,0,209.466,-251.268,-1853.38
"INHS_FISH_61757",4.61,4.6,1.03,1.04,0.31,0.31,0.3,0.3,227,0.06,0.52,46.06,46.03,10.34,10.37,3.06,3.11,2.98,2.96,5.74,2471.41,20379.05,0.00400000000000045,-0.00300000000000011,-0.004,0.00300000000000011,0.004,-0.001,0.002,0.004,226.426,-247.081,-2037.385
"INHS_FISH_6219",3.54,3.54,0.8,0.8,0.19,0.21,0.27,0.27,180,0.05,0.32,35.45,35.43,8.03,8,1.92,2.14,2.71,2.68,4.56,2133.09,12527.12,-0.00500000000000034,-0.00300000000000011,-0.00299999999999989,0,-0.002,-0.00400000000000003,-0.001,0.002,179.544,-213.259,-1252.392
"INHS_FISH_62293",3.85,3.86,0.97,0.97,0.19,0.2,0.31,0.3,188,0.07,0.4,38.51,38.57,9.67,9.7,1.91,2.01,3.05,3.03,4.79,2559.02,15724.7,-0.00099999999999989,0.00299999999999967,0.003,0,-0.001,-0.000999999999999973,0.005,-0.003,187.521,-255.832,-1572.07
"INHS_FISH_62643",4.15,4.15,0.91,0.91,0.25,0.27,0.23,0.23,207,0.05,0.43,41.51,41.49,9.08,9.06,2.47,2.67,2.27,2.25,5.28,1814.26,17025.74,-0.000999999999999446,0.00100000000000033,0.002,0.004,0.00299999999999997,0.003,0.003,0.005,206.472,-181.376,-1702.144
"INHS_FISH_62644",3.91,3.91,0.89,0.89,0.22,0.23,0.24,0.24,188,0.04,0.37,39.11,39.09,8.89,8.92,2.19,2.32,2.44,2.42,4.79,1624.05,14652.06,-0.00099999999999989,0.00099999999999989,0.001,-0.002,0.001,-0.00199999999999997,-0.004,-0.002,187.521,-162.365,-1464.836
"INHS_FISH_62645",4.61,4.61,1.06,1.06,0.29,0.3,0.32,0.32,227,0.08,0.49,46.12,46.11,10.6,10.6,2.95,3.02,3.18,3.17,5.77,3047.87,19285.21,-0.00199999999999978,-0.000999999999999446,0,0,-0.00500000000000006,-0.002,0.002,0.003,226.423,-304.707,-1928.031
"INHS_FISH_62646",3.27,3.29,0.8,0.81,0.26,0.26,0.25,0.25,170,0.05,0.29,32.73,32.9,8.05,8.05,2.6,2.6,2.47,2.46,4.33,1770.88,11328.76,-0.00299999999999967,0,-0.005,0.005,0,0,0.00299999999999997,0.004,169.567,-177.038,-1132.586
"INHS_FISH_62659",3.15,3.15,0.84,0.84,0.23,0.25,0.22,0.22,170,0.03,0.31,31.54,31.52,8.4,8.38,2.27,2.53,2.19,2.16,4.33,1138.44,12305.22,-0.004,-0.00200000000000022,-1.11022302462516e-16,0.00199999999999989,0.003,-0.003,0.001,0.00399999999999998,169.567,-113.814,-1230.212
"INHS_FISH_62666",3.86,3.86,1.02,1.02,0.22,0.26,0.34,0.34,211,0.08,0.46,38.65,38.64,10.17,10.16,2.17,2.56,3.42,3.42,5.31,3024.43,18261.38,-0.00499999999999989,-0.004,0.00300000000000011,0.004,0.003,0.004,-0.00199999999999995,-0.00199999999999995,210.469,-302.363,-1825.678
"INHS_FISH_62681",5.12,5.12,1.2,1.2,0.34,0.34,0.4,0.39,252,0.11,0.62,51.17,51.24,11.96,11.99,3.38,3.39,3.96,3.95,6.4,4437.08,24262.54,0.00300000000000011,-0.00400000000000045,0.00399999999999978,0.00099999999999989,0.00200000000000006,0.001,0.004,-0.005,251.36,-443.598,-2425.634
"INHS_FISH_62697",5.58,5.58,1.43,1.43,0.4,0.42,0.4,0.4,296,0.11,0.87,55.76,55.77,14.28,14.26,3.96,4.23,4.04,4.03,7.52,4185.19,34252.76,0.00400000000000045,0.00300000000000011,0.002,0.004,0.004,-0.00300000000000006,-0.004,-0.003,295.248,-418.409,-3424.406
"INHS_FISH_62701",6.29,6.29,1.51,1.5,0.4,0.43,0.38,0.38,330,0.12,1.09,62.86,62.92,15.06,15.04,4.01,4.29,3.8,3.78,8.43,4604.99,42736.85,0.00400000000000045,-0.00199999999999978,0.004,-0.004,-0.000999999999999945,0.001,0,0.002,329.157,-460.379,-4272.595
"INHS_FISH_62711",4.02,4.02,0.9,0.9,0.23,0.24,0.31,0.31,189,0.07,0.36,40.17,40.21,9.03,9,2.29,2.38,3.08,3.05,4.81,2845.66,14056.7,0.00299999999999923,-0.00100000000000033,-0.00299999999999989,0,0.001,0.002,0.002,0.005,188.519,-284.496,-1405.31
"INHS_FISH_62712",4.33,4.32,0.99,0.98,0.24,0.25,0.33,0.33,205,0.08,0.44,43.26,43.24,9.86,9.83,2.36,2.47,3.28,3.26,5.21,3172.01,17498.26,0.00400000000000045,-0.00399999999999956,0.004,-0.003,0.004,0.00299999999999997,0.00200000000000006,0.00400000000000006,204.479,-317.121,-1749.386
"INHS_FISH_62865",3.98,4,1.01,1.02,0.3,0.31,0.33,0.32,215,0.07,0.44,39.75,39.96,10.14,10.17,2.97,3.05,3.25,3.23,5.47,2909.17,17183.05,0.00499999999999989,0.004,-0.004,0.00300000000000011,0.00299999999999995,0.005,0.005,-0.003,214.453,-290.847,-1717.865
"INHS_FISH_62871",5.53,5.54,1.22,1.23,0.3,0.31,0.37,0.37,251,0.1,0.68,55.33,55.35,12.25,12.26,2.97,3.06,3.71,3.71,6.38,4069.7,26936.91,-0.00299999999999923,0.00499999999999989,-0.00500000000000012,0.004,0.00299999999999995,0.004,-0.001,-0.001,250.362,-406.87,-2693.011
"INHS_FISH_62916",5.67,5.67,1.4,1.4,0.37,0.41,0.4,0.4,306,0.11,0.94,56.7,56.68,13.99,13.97,3.73,4.13,4.01,3.99,7.77,4143.94,37118.23,0,0.00199999999999978,0.00099999999999989,0.00299999999999989,-0.003,-0.003,-0.000999999999999945,0.001,305.223,-414.284,-3710.883
"INHS_FISH_62951",5.18,5.18,1.25,1.24,0.35,0.37,0.36,0.36,264,0.09,0.68,51.8,51.78,12.45,12.43,3.46,3.66,3.61,3.58,6.62,3536.67,26969.69,0,0.00199999999999978,0.00500000000000012,-0.00299999999999989,0.004,0.004,-0.001,0.002,263.338,-353.577,-2696.289
"INHS_FISH_62969",5.81,5.83,1.5,1.49,0.42,0.44,0.43,0.43,307,0.12,0.95,58.11,58.26,14.97,14.95,4.23,4.39,4.3,4.28,7.82,4857.22,37155.84,-0.00100000000000033,0.00400000000000045,0.00299999999999989,-0.00499999999999989,-0.00300000000000006,0.00100000000000006,0,0.00199999999999995,306.218,-485.602,-3714.634
"INHS_FISH_62986",6.18,6.18,1.47,1.46,0.4,0.43,0.43,0.43,312,0.12,0.99,61.84,61.83,14.67,14.64,3.98,4.27,4.29,4.26,7.96,4819.27,38871.24,-0.00400000000000045,-0.00300000000000011,0.00299999999999989,-0.004,0.002,0.00300000000000006,0.001,0.004,311.204,-481.807,-3886.134
"INHS_FISH_63016",4.99,4.99,1.07,1.07,0.26,0.28,0.31,0.31,231,0.06,0.54,49.9,49.88,10.69,10.67,2.65,2.82,3.11,3.08,5.88,2546.66,21097.33,0,0.00199999999999978,0.00100000000000011,0.00300000000000011,-0.005,-0.00199999999999995,-0.001,0.002,230.412,-254.606,-2109.193
"INHS_FISH_63069",6.35,6.35,1.42,1.42,0.4,0.42,0.41,0.41,286,0.1,0.88,63.54,63.52,14.18,14.16,3.98,4.19,4.08,4.06,7.25,3874.28,34647.59,-0.00400000000000045,-0.00200000000000067,0.002,0.004,0.002,0.000999999999999945,0.00199999999999995,0.004,285.275,-387.328,-3463.879
"INHS_FISH_63094",5.44,5.44,1.2,1.22,0.34,0.34,0.33,0.33,246,0.08,0.65,54.42,54.45,11.97,12.16,3.38,3.45,3.31,3.29,6.21,3069.85,25706.63,-0.00199999999999978,-0.00499999999999989,0.00299999999999989,0.004,0.00200000000000006,-0.005,-0.001,0.001,245.379,-306.905,-2570.013
"INHS_FISH_63158",4.69,4.93,0.99,1.02,0.22,0.24,0.32,0.31,250,0.08,0.55,46.94,49.28,9.91,10.23,2.24,2.37,3.17,3.15,6.35,3011.82,21510.43,-0.00399999999999956,0.00199999999999978,-0.001,-0.00300000000000011,-0.00400000000000003,0.00299999999999997,0.003,-0.005,249.365,-301.102,-2150.493
"INHS_FISH_63771",5.53,5.53,1.25,1.26,0.31,0.32,0.39,0.39,263,0.1,0.68,55.35,55.34,12.55,12.56,3.07,3.21,3.89,3.87,6.68,4030.46,26602.77,-0.00499999999999989,-0.00400000000000045,-0.00500000000000012,0.004,0.003,-0.001,0.001,0.003,262.332,-402.946,-2659.597
"INHS_FISH_63931",2.6,2.6,0.71,0.71,0.17,0.17,0.23,0.23,146,0.04,0.22,25.96,26.04,7.07,7.07,1.71,1.73,2.29,2.27,3.72,1439.14,8684.95,0.004,-0.004,0.00299999999999989,0.00299999999999989,-0.000999999999999973,-0.00299999999999997,0.001,0.003,145.628,-143.874,-868.275
"INHS_FISH_63944",4.62,4.62,1.22,1.22,0.38,0.38,0.37,0.37,242,0.1,0.63,46.19,46.17,12.19,12.17,3.76,3.79,3.73,3.71,6.15,3798.38,24794.63,0.00100000000000033,0.00300000000000011,0.00100000000000011,0.00299999999999989,0.004,0.001,-0.003,-0.001,241.385,-379.738,-2478.833
"INHS_FISH_64052",3.98,4,0.98,0.99,0.29,0.29,0.31,0.31,214,0.07,0.46,39.83,39.97,9.85,9.86,2.87,2.89,3.1,3.08,5.43,2572.04,17999.69,-0.00299999999999967,0.00300000000000011,-0.005,0.004,0.00299999999999995,0.000999999999999945,0,0.002,213.457,-257.134,-1799.509
"INHS_FISH_64110",3.57,3.57,0.87,0.87,0.21,0.22,0.24,0.23,175,0.04,0.35,35.67,35.68,8.73,8.71,2.14,2.18,2.37,2.35,4.45,1604.59,13784.55,0.00299999999999967,0.00199999999999978,-0.003,-0.00100000000000011,-0.00400000000000003,0.00199999999999997,0.00299999999999997,-0.005,174.555,-160.419,-1378.105
"INHS_FISH_64170",4.09,4.09,1.04,1.05,0.34,0.35,0.27,0.27,210,0.06,0.48,40.86,40.86,10.42,10.45,3.41,3.49,2.68,2.66,5.31,2213.65,18930.47,0.00399999999999956,0.00399999999999956,-0.002,0.00500000000000012,-0.001,0.000999999999999945,0.002,0.004,209.469,-221.305,-1892.567
"INHS_FISH_64217",4.17,4.16,0.98,0.98,0.23,0.25,0.31,0.31,221,0.06,0.5,41.66,41.63,9.85,9.82,2.3,2.46,3.09,3.06,5.64,2441.18,19751.62,0.00400000000000045,-0.00300000000000011,-0.005,-0.002,2.77555756156289e-17,0.004,0.001,0.004,220.436,-244.058,-1974.662
"INHS_FISH_64262",5.99,6,1.54,1.57,0.45,0.45,0.43,0.43,309,0.13,0.96,59.87,60.03,15.39,15.7,4.49,4.5,4.33,4.31,7.88,5122.75,37524.85,0.00300000000000011,-0.00300000000000011,0.00099999999999989,2.22044604925031e-16,0.001,0,-0.003,-0.000999999999999945,308.212,-512.145,-3751.525
"INHS_FISH_64273",2.8,2.81,0.67,0.67,0.13,0.14,0.23,0.23,144,0.04,0.22,28,28.05,6.73,6.71,1.33,1.42,2.32,2.3,3.67,1468.15,8603.65,0,0.00499999999999989,-0.003,-0.001,-0.003,-0.00199999999999997,-0.00199999999999997,2.77555756156289e-17,143.633,-146.775,-860.145
"INHS_FISH_64277",4.88,4.88,1.13,1.13,0.31,0.31,0.32,0.32,216,0.07,0.51,48.78,48.78,11.3,11.28,3.12,3.13,3.19,3.17,5.47,2795.9,20143.48,0.00199999999999978,0.00199999999999978,-2.22044604925031e-16,0.002,-0.002,-0.003,0.001,0.003,215.453,-279.52,-2013.838
"INHS_FISH_64341",4.58,4.58,1.03,1.03,0.28,0.32,0.29,0.29,129,0.06,0.45,45.77,45.84,10.32,10.3,2.85,3.16,2.92,2.9,3.28,2309.23,17686.6,0.00300000000000011,-0.00400000000000045,-0.002,0,-0.005,0.004,-0.002,0,128.672,-230.863,-1768.21
"INHS_FISH_64466",5.26,5.26,1.38,1.39,0.38,0.38,0.39,0.38,252,0.11,0.74,52.6,52.57,13.76,13.93,3.75,3.77,3.85,3.84,6.39,4237.89,29299.49,0,0.00300000000000011,0.004,-0.00300000000000011,0.005,0.003,0.005,-0.004,251.361,-423.679,-2929.209
"INHS_FISH_64474",3.62,3.64,0.87,0.88,0.24,0.24,0.26,0.26,172,0.05,0.32,36.16,36.42,8.75,8.81,2.38,2.38,2.64,2.61,4.36,1842.7,12729.26,0.00400000000000045,-0.00200000000000022,-0.005,-0.001,0.002,0.002,-0.004,-0.001,171.564,-184.22,-1272.606
"INHS_FISH_64591",4.66,4.66,1.16,1.15,0.32,0.33,0.34,0.33,235,0.08,0.58,46.59,46.56,11.55,11.53,3.18,3.3,3.36,3.35,5.98,3116.01,22669.29,0.000999999999999446,0.00399999999999956,0.00499999999999989,-0.00300000000000011,0.002,5.55111512312578e-17,0.00400000000000006,-0.005,234.402,-311.521,-2266.349
"INHS_FISH_64599",3.78,3.78,0.86,0.85,0.2,0.24,0.25,0.25,180,0.04,0.35,37.79,37.78,8.56,8.54,2.04,2.4,2.47,2.47,4.54,1552.62,13983.92,0.00099999999999989,0.00199999999999978,0.00399999999999989,-0.00399999999999989,-0.004,0,0.00299999999999997,0.00299999999999997,179.546,-155.222,-1398.042
"INHS_FISH_64823",4.17,4.19,1.08,1.08,0.34,0.34,0.32,0.32,242,0.07,0.55,41.75,41.9,10.82,10.8,3.35,3.44,3.23,3.2,6.15,2920.65,21456.54,-0.00499999999999989,8.88178419700125e-16,-0.002,0,0.005,-0.00399999999999995,-0.003,0,241.385,-291.995,-2145.104
"INHS_FISH_64828",3.95,4.06,0.94,0.94,0.26,0.26,0.29,0.29,206,0.06,0.42,39.49,40.63,9.39,9.44,2.62,2.64,2.93,2.9,5.24,2416.73,16475.69,0.00099999999999989,-0.003000000000001,0.00099999999999989,-0.004,-0.002,-0.004,-0.00300000000000006,0,205.476,-241.613,-1647.149
"INHS_FISH_64847",4.44,4.5,1.11,1.11,0.33,0.35,0.3,0.3,248,0.06,0.56,44.44,44.96,11.09,11.06,3.29,3.49,3.02,2.99,6.23,2530.23,22213.01,-0.00399999999999956,0.00399999999999956,0.00100000000000011,0.004,0.001,0.000999999999999945,-0.002,0.000999999999999945,247.377,-252.963,-2220.741
"INHS_FISH_65370",4.36,4.48,0.99,0.99,0.3,0.3,0.28,0.28,242,0.05,0.51,43.55,44.77,9.92,9.93,2.99,3.03,2.79,2.79,6.14,1975.86,20157.1,0.00500000000000078,0.00300000000000011,-0.002,-0.003,0.000999999999999945,-0.003,0.001,0.001,241.386,-197.536,-2015.2
"INHS_FISH_65390",4.62,4.62,1.11,1.1,0.28,0.29,0.36,0.35,238,0.09,0.56,46.2,46.18,11.07,11.05,2.82,2.9,3.56,3.53,6,3395.57,22200.96,0,0.00199999999999978,0.00300000000000011,-0.00499999999999989,-0.00199999999999995,0,0.004,-0.003,237.4,-339.467,-2219.536
"INHS_FISH_65449",4.31,4.31,0.91,0.91,0.24,0.25,0.29,0.29,211,0.06,0.45,43.06,43.06,9.11,9.1,2.4,2.46,2.91,2.89,5.34,2487.69,17874.72,0.00399999999999956,0.00399999999999956,-0.00099999999999989,1.11022302462516e-16,0,0.004,-0.00100000000000006,0.000999999999999945,210.466,-248.709,-1787.022
"INHS_FISH_65468",5.39,5.39,1.24,1.24,0.33,0.33,0.39,0.39,266,0.11,0.75,53.89,53.86,12.4,12.45,3.3,3.35,3.91,3.88,6.75,4226.65,29695.07,0.000999999999999446,0.00399999999999956,0,-0.00499999999999989,5.55111512312578e-17,-0.005,-0.001,0.002,265.325,-422.555,-2968.757
"INHS_FISH_65480",3.4,3.4,0.8,0.8,0.2,0.2,0.24,0.24,185,0.04,0.31,34.03,34.03,8,8.03,1.96,1.98,2.41,2.39,4.7,1524.9,12330.61,-0.00300000000000011,-0.00300000000000011,0,-0.00299999999999989,0.004,0.002,-0.00100000000000003,0.000999999999999973,184.53,-152.45,-1232.751
"INHS_FISH_65498",5.1,5.11,1.24,1.24,0.39,0.4,0.34,0.34,268,0.08,0.7,51.01,51.06,12.44,12.43,3.88,3.97,3.44,3.42,6.79,3277.32,27792.78,-0.00100000000000033,0.00400000000000045,-0.004,-0.00299999999999989,0.002,0.003,-0.00399999999999995,-0.00199999999999995,267.321,-327.652,-2778.578
"INHS_FISH_65537",4.7,4.7,1.03,1.03,0.27,0.28,0.3,0.29,220,0.06,0.52,46.98,46.96,10.31,10.29,2.72,2.81,2.95,2.93,5.6,2393.34,20335.03,0.00200000000000067,0.00400000000000045,-0.00100000000000011,0.00100000000000011,-0.002,-0.001,0.00499999999999995,-0.00300000000000006,219.44,-239.274,-2032.983
"INHS_FISH_65592",4.97,4.98,0.99,0.99,0.26,0.28,0.3,0.3,235,0.06,0.52,49.71,49.77,9.93,9.91,2.57,2.79,3.05,3.04,5.97,2391.98,20603.01,-0.00100000000000033,0.00300000000000011,-0.003,-0.001,0.003,0.001,-0.005,-0.004,234.403,-239.138,-2059.781
"INHS_FISH_67961",5.04,5.04,1.22,1.24,0.36,0.36,0.38,0.38,261,0.1,0.63,50.39,50.37,12.16,12.36,3.56,3.56,3.79,3.78,6.64,4034.16,24824.81,0.00100000000000033,0.00300000000000011,0.004,0.004,0.004,0.004,0.001,0.002,260.336,-403.316,-2481.851
"INHS_FISH_67962",3.54,3.54,0.73,0.77,0.19,0.19,0.23,0.23,177,0.05,0.26,35.39,35.37,7.3,7.72,1.87,1.88,2.33,2.32,4.48,1791.18,10388.89,0.00099999999999989,0.00300000000000011,0,-0.002,0.003,0.002,-0.003,-0.00199999999999997,176.552,-179.068,-1038.629
"INHS_FISH_68227",4.35,4.35,1.05,1.05,0.32,0.33,0.28,0.28,221,0.06,0.49,43.54,43.52,10.53,10.51,3.22,3.25,2.82,2.79,5.61,2410.69,19429.62,-0.00400000000000045,-0.00200000000000067,-0.00299999999999989,-0.00099999999999989,-0.002,0.005,-0.00199999999999995,0.001,220.439,-241.009,-1942.472
"INHS_FISH_68289",4.4,4.44,1.22,1.22,0.32,0.38,0.32,0.32,258,0.07,0.67,44.02,44.38,12.23,12.25,3.18,3.84,3.18,3.16,6.57,2620.94,26418.54,-0.00199999999999978,0.00199999999999978,-0.00300000000000011,-0.00500000000000012,0.002,-0.004,0.002,0.004,257.343,-262.024,-2641.184
"INHS_FISH_68383",3.45,3.45,0.84,0.84,0.22,0.22,0.26,0.26,167,0.05,0.31,34.47,34.47,8.38,8.35,2.16,2.25,2.65,2.63,4.25,1834.77,12203.63,0.00300000000000011,0.00300000000000011,0.00199999999999989,0.005,0.00399999999999998,-0.005,-0.005,-0.003,166.575,-183.427,-1220.053
"INHS_FISH_68587",5.58,5.58,1.38,1.38,0.42,0.44,0.34,0.34,284,0.08,0.83,55.84,55.84,13.8,13.79,4.2,4.44,3.39,3.36,7.18,3133.56,32916.94,-0.00400000000000045,-0.00400000000000045,-2.22044604925031e-16,0.00099999999999989,-5.55111512312578e-17,-0.00400000000000006,0.001,0.00400000000000006,283.282,-313.276,-3290.864
"INHS_FISH_68723",6.75,6.75,1.52,1.52,0.45,0.45,0.35,0.34,295,0.1,0.96,67.46,67.46,15.18,15.21,4.47,4.47,3.46,3.44,7.45,4036.36,38084.95,0.00400000000000045,0.00400000000000045,0.002,-0.00100000000000011,0.00300000000000006,0.00300000000000006,0.004,-0.00399999999999995,294.255,-403.536,-3807.535
"INHS_FISH_68743",7.03,7.02,1.52,1.52,0.4,0.41,0.41,0.41,276,0.11,0.97,70.26,70.24,15.17,15.16,4,4.15,4.1,4.08,6.99,4322.01,38469.31,0.00399999999999956,-0.00399999999999956,0.00300000000000011,0.004,0,-0.00500000000000006,0,0.00199999999999995,275.301,-432.091,-3845.961
"INHS_FISH_69105",3.33,3.33,0.86,0.86,0.21,0.22,0.28,0.28,171,0.06,0.31,33.32,33.29,8.63,8.62,2.06,2.23,2.83,2.8,4.35,2171.26,12338.49,-0.00199999999999978,0.00100000000000033,-0.00300000000000011,-0.00199999999999989,0.00399999999999998,-0.003,-0.003,5.55111512312578e-17,170.565,-217.066,-1233.539
"INHS_FISH_7343",3.7,3.72,0.86,0.87,0.21,0.21,0.28,0.28,191,0.05,0.36,36.98,37.22,8.61,8.65,2.08,2.11,2.84,2.81,4.84,2087.05,14144.04,0.00200000000000067,-0.00199999999999978,-0.001,0.005,0.00199999999999997,-0.001,-0.00399999999999995,-0.001,190.516,-208.655,-1414.044
"INHS_FISH_73688",3.7,3.7,0.9,0.91,0.22,0.22,0.3,0.29,189,0.06,0.38,36.99,37.04,8.97,9.08,2.19,2.21,2.97,2.95,4.8,2448.57,14839.9,0.00099999999999989,-0.00399999999999956,0.003,0.002,0.001,-0.001,0.00299999999999995,-0.00500000000000006,188.52,-244.797,-1483.61
"INHS_FISH_73811",6.25,6.4,1.4,1.45,0.41,0.42,0.44,0.44,298,0.15,0.9,62.5,64.04,14,14.46,4.1,4.18,4.38,4.38,7.63,5898.56,35190.88,0,-0.00400000000000045,0,0.00399999999999978,0,0.002,0.002,0.002,297.237,-589.706,-3518.188
"INHS_FISH_74284",3.78,3.78,0.93,0.93,0.24,0.24,0.33,0.33,213,0.07,0.43,37.78,37.78,9.32,9.3,2.41,2.43,3.28,3.26,5.41,2911.43,16925.77,0.00199999999999978,0.00199999999999978,-0.002,0,-0.00100000000000003,-0.00300000000000003,0.00200000000000006,0.00400000000000006,212.459,-291.073,-1692.147
