"dorsal_fin.number","dorsal_fin.percentage","adipos_fin.number","adipos_fin.percentage","caudal_fin.number","caudal_fin.percentage","anal_fin.number","anal_fin.percentage","pelvic_fin.number","pelvic_fin.percentage","pectoral_fin.number","pectoral_fin.percentage","head.number","head.percentage","eye.number","eye.percentage","caudal_fin_ray.number","caudal_fin_ray.percentage","alt_fin_ray.number","alt_fin_ray.percentage","trunk.number","trunk.percentage","file.name"
1,1,0,0,1,1,1,1,2,0.7984375,1,1,1,1,1,1,0,0,0,0,2,0.980510356705797,"INHS_FISH_107854"
1,1,0,0,1,1,1,1,2,0.853399433427762,1,1,1,1,1,1,0,0,0,0,2,0.985108715512516,"INHS_FISH_107855"
1,1,3,0.5625,1,1,1,1,2,0.966723068245911,3,0.914489311163896,1,1,1,1,0,0,0,0,2,0.968403275113838,"INHS_FISH_107860"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_107861"
1,1,0,0,1,1,2,0.99661733615222,2,0.956803455723542,1,1,1,1,1,1,0,0,0,0,2,0.992532088681447,"INHS_FISH_107862"
1,1,1,1,1,1,2,0.783042394014963,2,0.548921075968076,1,1,1,1,1,1,0,0,0,0,2,0.985866462438209,"INHS_FISH_107863"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.979795465858184,"INHS_FISH_107870"
1,1,0,0,1,1,1,1,2,0.985243328100471,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_107883"
1,1,0,0,1,1,0,0,2,0.695891571368064,1,1,1,1,1,1,0,0,0,0,2,0.997024291497976,"INHS_FISH_107886"
1,1,0,0,1,1,4,0.947692307692308,2,0.717829457364341,1,1,1,1,1,1,0,0,0,0,2,0.987381430824744,"INHS_FISH_107908"
1,1,2,0.998505231689088,1,1,0,0,2,0.816296835212805,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_107909"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_107929"
1,1,0,0,1,1,1,1,1,1,2,0.996557000765111,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108005"
1,1,0,0,1,1,1,1,1,1,2,0.998473282442748,1,1,1,1,0,0,0,0,2,0.988001625277851,"INHS_FISH_108007"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.978081485301702,"INHS_FISH_10802"
1,1,1,1,1,1,0,0,2,0.573065902578797,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108021"
1,1,0,0,1,1,3,0.63013698630137,3,0.839848197343454,1,1,1,1,1,1,0,0,0,0,2,0.990375556970083,"INHS_FISH_108022"
1,1,0,0,1,1,3,0.998512642538423,2,0.732123799359658,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108030"
1,1,0,0,1,1,1,1,2,0.893013100436681,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108033"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.985740358195784,"INHS_FISH_108034"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108037"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108038"
1,1,0,0,2,0.997773400702235,1,1,2,0.879263670817542,1,1,1,1,1,1,0,0,0,0,2,0.966895309727482,"INHS_FISH_108039"
1,1,1,1,1,1,1,1,1,1,2,0.958443854995579,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108043"
1,1,1,1,1,1,2,0.874,2,0.535126050420168,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108046"
1,1,1,1,1,1,1,1,1,1,2,0.993984962406015,3,0.999391357273281,1,1,0,0,0,0,1,1,"INHS_FISH_108047"
1,1,0,0,1,1,0,0,2,0.641574585635359,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108053"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.984214906867951,"INHS_FISH_10806"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.996114342846755,"INHS_FISH_108071"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10808"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108094"
1,1,1,1,1,1,2,0.996412556053812,3,0.912175648702595,1,1,1,1,1,1,0,0,0,0,3,0.989663785925522,"INHS_FISH_108116"
1,1,3,0.736842105263158,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108131"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.990567034825345,"INHS_FISH_108132"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.972839021517776,"INHS_FISH_10822"
1,1,3,0.984848484848485,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108241"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.995318087709392,"INHS_FISH_10825"
1,1,0,0,1,1,1,1,3,0.556390977443609,2,0.953881278538813,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108250"
1,1,0,0,1,1,0,0,2,0.684418145956608,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108252"
1,1,1,1,1,1,3,0.948905109489051,2,0.533467394426889,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108253"
1,1,1,1,2,0.999578192555099,5,0.788235294117647,2,0.585803432137285,1,1,1,1,1,1,0,0,0,0,2,0.995317310981868,"INHS_FISH_108275"
1,1,1,1,1,1,6,0.994538503549973,2,0.808466701084151,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108331"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108374"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.976903193529559,"INHS_FISH_108380"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10841"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108416"
1,1,0,0,1,1,1,1,2,0.506119634545768,1,1,1,1,1,1,0,0,0,0,2,0.98787205585655,"INHS_FISH_108458"
1,1,3,0.982169390787519,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.999920735573874,"INHS_FISH_108466"
1,1,0,0,1,1,2,0.8,2,0.674103105215556,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108467"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.973486766398159,"INHS_FISH_10850"
1,1,1,1,4,0.997486735548729,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.97585177173223,"INHS_FISH_108511"
1,1,1,1,1,1,0,0,2,0.554993983152828,2,0.937229437229437,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108513"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0.998830409356725,0,0,0,0,1,1,"INHS_FISH_108515"
3,0.990427927927928,0,0,1,1,3,0.555555555555556,2,0.55641864268193,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108530"
1,1,0,0,1,1,0,0,3,0.537398761314912,2,0.995069843878389,1,1,1,1,0,0,0,0,2,0.965266395743057,"INHS_FISH_108552"
1,1,0,0,1,1,1,1,2,0.647768395657419,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108553"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.984797962015616,"INHS_FISH_108578"
1,1,0,0,1,1,1,1,2,0.834466449896542,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108579"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108580"
1,1,0,0,1,1,10,0.396551724137931,2,0.565356856455493,1,1,1,1,1,1,0,0,0,0,2,0.98492497382808,"INHS_FISH_108582"
1,1,1,1,1,1,0,0,2,0.651680842446335,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108583"
3,0.974284529240979,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108610"
1,1,0,0,1,1,1,1,2,0.706913827655311,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108622"
1,1,0,0,1,1,5,0.6953125,2,0.541748849441157,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10863"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.999949442604717,"INHS_FISH_108631"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108641"
1,1,0,0,2,0.998882454536219,4,0.993399339933993,2,0.692564745196324,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108659"
2,0.997782705099778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108681"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10869"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108710"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.974700575688731,"INHS_FISH_108718"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.987451843698404,"INHS_FISH_108719"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.98723781247007,"INHS_FISH_108720"
1,1,0,0,1,1,0,0,2,0.501769563507668,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108738"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108739"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108742"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108799"
2,0.986445124617403,0,0,1,1,0,0,2,0.704578313253012,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108823"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10883"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108840"
1,1,2,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.979935854404416,"INHS_FISH_108841"
1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,2,0.990056331129072,"INHS_FISH_108854"
1,1,0,0,2,0.819080129356809,3,0.973579920739762,2,0.798263992816522,0,0,1,1,1,1,0,0,0,0,2,0.983930345351487,"INHS_FISH_108856"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108877"
1,1,0,0,1,1,1,1,1,1,2,0.975364667747164,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108891"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.999099884672724,"INHS_FISH_108892"
1,1,0,0,1,1,1,1,2,0.910396323951752,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108900"
1,1,0,0,1,1,0,0,3,0.641771019677996,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_108901"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.975891248317861,"INHS_FISH_108902"
1,1,0,0,1,1,2,0.998789712556732,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10902"
1,1,0,0,1,1,0,0,2,0.796084828711256,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109031"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109035"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109042"
1,1,0,0,1,1,1,1,1,1,2,0.97956326987682,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109070"
1,1,1,1,1,1,2,0.998798076923077,2,0.550460777702855,2,0.99348109517601,1,1,1,1,0,0,0,0,2,0.984191119648495,"INHS_FISH_109080"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109084"
1,1,0,0,1,1,2,0.998561151079137,1,1,1,1,1,1,2,0.941532258064516,0,0,0,0,1,1,"INHS_FISH_109097"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109107"
1,1,2,0.882352941176471,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109108"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0.97883064516129,0,0,0,0,1,1,"INHS_FISH_109109"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.978809142252579,"INHS_FISH_10913"
1,1,0,0,1,1,1,1,2,0.999445983379501,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109130"
1,1,1,1,2,0.999896533885153,3,0.987633501967397,2,0.628617363344051,1,1,1,1,1,1,0,0,0,0,2,0.99452804377565,"INHS_FISH_109174"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.969923085753645,"INHS_FISH_109176"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.982612889306292,"INHS_FISH_109178"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.97695625673965,"INHS_FISH_109180"
1,1,0,0,1,1,1,1,1,1,2,0.919900908340215,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109181"
1,1,1,1,1,1,2,0.608333333333333,2,0.514632560156081,1,1,1,1,1,1,0,0,0,0,2,0.991970294731956,"INHS_FISH_109184"
1,1,3,0.730223123732252,1,1,5,0.611111111111111,2,0.665165165165165,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109190"
1,1,2,0.956521739130435,1,1,3,0.998248686514886,2,0.635247524752475,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109191"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.9996996996997,"INHS_FISH_109193"
1,1,0,0,1,1,2,0.997647058823529,2,0.502333474756046,3,0.500223313979455,1,1,1,1,0,0,0,0,2,0.995256435363492,"INHS_FISH_109198"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.990076124915207,"INHS_FISH_109201"
1,1,0,0,1,1,1,1,1,1,2,0.999071494893222,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109204"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109205"
1,1,1,1,1,1,1,1,2,0.649384316267012,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109206"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109207"
1,1,0,0,1,1,2,0.995208761122519,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109214"
1,1,2,0.845528455284553,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109244"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109267"
1,1,4,0.952879581151832,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109275"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.975308926595352,"INHS_FISH_109292"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109301"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109316"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10935"
1,1,2,0.868421052631579,1,1,1,1,3,0.679514632405425,1,1,1,1,1,1,0,0,0,0,2,0.985044620966951,"INHS_FISH_109350"
1,1,0,0,1,1,2,0.994708994708995,2,0.845864661654135,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109358"
1,1,0,0,1,1,1,1,1,1,2,0.998456790123457,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10937"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109391"
1,1,0,0,1,1,1,1,2,0.865771812080537,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109408"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.989586425814702,"INHS_FISH_10948"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10950"
1,1,0,0,1,1,1,1,3,0.826530612244898,1,1,1,1,2,0.972602739726027,0,0,0,0,1,1,"INHS_FISH_109837"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109874"
1,1,1,1,1,1,1,1,2,0.981171548117155,2,0.995684074233923,1,1,1,1,0,0,0,0,2,0.983099849567507,"INHS_FISH_109884"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109897"
1,1,0,0,1,1,1,1,2,0.80248883216337,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109933"
1,1,0,0,2,0.999880239520958,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109934"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109955"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109956"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109975"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_10998"
1,1,0,0,1,1,0,0,2,0.526690391459075,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109985"
1,1,0,0,1,1,1,1,2,0.997377622377622,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_109992"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.98416690718674,"INHS_FISH_11"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11000"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_110117"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11013"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.989258681383864,"INHS_FISH_11023"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11025"
1,1,1,1,1,1,8,0.925042589437819,2,0.554690145614629,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11027"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0.98050139275766,0,0,0,0,2,0.97285906945381,"INHS_FISH_11067"
3,0.991626148028093,0,0,1,1,1,1,2,0.889449541284404,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11079"
1,1,2,0.987654320987654,2,0.998913732234996,4,0.998230714791224,3,0.901356993736952,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11093"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11105"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.966161176289769,"INHS_FISH_11106"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.999561272660267,"INHS_FISH_11116"
1,1,1,1,2,0.999370425749587,4,0.958709065021357,2,0.93128390596745,1,1,1,1,1,1,0,0,0,0,2,0.988595379666634,"INHS_FISH_1112"
1,1,0,0,1,1,2,0.996734397677794,2,0.945578231292517,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11120"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11135"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0.986069651741294,0,0,0,0,1,1,"INHS_FISH_11136"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11152"
1,1,0,0,3,0.997509684560044,1,1,2,0.975737392959087,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11174"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11183"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.99069177638679,"INHS_FISH_11184"
1,1,0,0,1,1,1,1,2,0.890909090909091,1,1,1,1,1,1,0,0,0,0,2,0.978490281591558,"INHS_FISH_11198"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11200"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11212"
1,1,2,0.933333333333333,1,1,3,0.998644986449865,2,0.644573322286661,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11214"
1,1,0,0,1,1,3,0.714285714285714,2,0.604034810126582,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11226"
1,1,1,1,2,0.998729513403634,1,1,1,1,2,0.984164859002169,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11228"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11250"
1,1,0,0,1,1,2,0.999035679845709,3,0.599115504682622,1,1,1,1,2,0.99780701754386,0,0,0,0,1,1,"INHS_FISH_11253"
1,1,2,0.985294117647059,1,1,3,0.98876404494382,2,0.620780359491451,1,1,1,1,2,0.997183098591549,0,0,0,0,2,0.999512044789152,"INHS_FISH_11261"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11290"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11292"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11293"
1,1,1,1,1,1,0,0,2,0.55533465871438,1,1,1,1,1,1,0,0,0,0,2,0.98423469272353,"INHS_FISH_11304"
1,1,0,0,1,1,1,1,2,0.977172958735733,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11337"
1,1,0,0,1,1,1,1,1,1,1,1,3,0.999729461628641,1,1,0,0,0,0,1,1,"INHS_FISH_11339"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11350"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11352"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11375"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.97807320441989,"INHS_FISH_11381"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.987587397114789,"INHS_FISH_11395"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11396"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11398"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,0.987792472024415,0,0,0,0,1,1,"INHS_FISH_11399"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11424"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0.983253479352042,"INHS_FISH_11428"
1,1,0,0,1,1,2,0.992619926199262,2,0.562944018186985,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11429"
1,1,0,0,1,1,7,0.991050119331742,3,0.840121580547113,1,1,1,1,2,0.96513470681458,0,0,0,0,1,1,"INHS_FISH_11432"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_1145"
1,1,0,0,2,0.999793303017776,1,1,2,0.996348143639683,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11450"
1,1,0,0,1,1,1,1,1,1,1,1,2,0.999642516682555,1,1,0,0,0,0,2,0.999270941824133,"INHS_FISH_11462"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.982377984550562,"INHS_FISH_11464"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11471"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11473"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11508"
1,1,0,0,1,1,2,0.985044462409054,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11509"
1,1,1,1,2,0.999918374010285,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11558"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11575"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.988644121796914,"INHS_FISH_11576"
1,1,1,1,1,1,1,1,2,0.522752192982456,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11578"
1,1,1,1,1,1,1,1,1,1,2,0.99928469241774,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11609"
1,1,0,0,1,1,1,1,2,0.752760441670667,1,1,1,1,2,0.987179487179487,0,0,0,0,1,1,"INHS_FISH_11614"
1,1,0,0,1,1,1,1,1,1,1,1,2,0.999820563430827,1,1,0,0,0,0,2,0.936063466956651,"INHS_FISH_11627"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_1164"
0,0,2,0.959326788218794,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11648"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_1165"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11665"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.979905656873305,"INHS_FISH_11726"
1,1,0,0,1,1,1,1,2,0.606679764243615,1,1,1,1,1,1,0,0,0,0,1,1,"INHS_FISH_11737"
1,1,2,0.857142857142857,1,1,0,0,2,0.75521714608009,1,1,1,1,1,1,0,0,0,0,2,0.985192876328917,"INHS_FISH_11758"
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0.985143855875235,"INHS_FISH_11769"
