"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","X.none.","X.none..1","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_76360",136218,"INHS_136218.JPG","76360","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76360.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11011131,1984,1992.18,444,444.3,122,124.74,135,134.03,255,11103,93241,5.12,5.5,396.799,"cm",5.07,"INHS_FISH_76360",NA,NA,50,50.21,11.19,11.2,3.07,3.14,3.4,3.38,6.43,0.71,5.92,"mm"
"INHS_FISH_76551",136272,"INHS_136272.JPG","76551","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76551.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11104710,1875,1875.46,447,448.58,115,116.4,134,133.03,229,12348,88911,3.19,2.26,393.505,"cm",2.78,"INHS_FISH_76551",NA,NA,47.65,47.66,11.36,11.4,2.92,2.96,3.41,3.38,5.82,0.8,5.74,"mm"
"INHS_FISH_76758",136327,"INHS_136327.JPG","76758","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_76758.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10627892,1712,1711.04,431,433.63,117,117.02,122,121.07,225,11165,80961,0.3,0.4,393.827,"cm",0.64,"INHS_FISH_76758",NA,NA,43.47,43.45,10.94,11.01,2.97,2.97,3.1,3.07,5.71,0.72,5.22,"mm"
"INHS_FISH_7695",123484,"INHS_123484.JPG","7695","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_7695.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11345795,1084,1085.01,284,284.92,81,86.03,102,101.18,168,6906,38368,177.96,-3.49,395.357,"cm",-3.24,"INHS_FISH_7695",NA,NA,27.42,27.44,7.18,7.21,2.05,2.18,2.58,2.56,4.25,0.44,2.45,"mm"
"INHS_FISH_7705",123488,"INHS_123488.JPG","7705","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_7705.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11159398,1220,1219.16,333,332.07,85,87.56,93,92.02,171,5882,49768,0.73,-0.94,395.741,"cm",-0.2,"INHS_FISH_7705",NA,NA,30.83,30.81,8.41,8.39,2.15,2.21,2.35,2.33,4.32,0.38,3.18,"mm"
"INHS_FISH_77121",136409,"INHS_136409.JPG","77121","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_77121.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10574392,2128,2127.16,471,471.87,133,134.21,139,138.36,251,14492,100172,2.27,0.7,393.16,"cm",2.46,"INHS_FISH_77121",NA,NA,54.13,54.1,11.98,12,3.38,3.41,3.54,3.52,6.38,0.94,6.48,"mm"
"INHS_FISH_77504",136504,"INHS_136504.JPG","77504","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_77504.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10647397,2779,2781.94,663,662.04,194,201.92,198,197.82,341,26610,188079,177.41,-3.05,382.606,"cm",-2.84,"INHS_FISH_77504",NA,NA,72.63,72.71,17.33,17.3,5.07,5.28,5.18,5.17,8.91,1.82,12.85,"mm"
"INHS_FISH_77512",136505,"INHS_136505.JPG","77512","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_77512.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11278474,1799,1798.1,428,427.73,119,119.21,137,136.13,224,11975,78947,0.25,0.61,394.096,"cm",0.73,"INHS_FISH_77512",NA,NA,45.65,45.63,10.86,10.85,3.02,3.02,3.48,3.45,5.68,0.77,5.08,"mm"
"INHS_FISH_77965",136561,"INHS_136561.JPG","77965","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_77965.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11022168,1500,1512.02,350,349.37,88,94.34,109,108,189,9210,53028,173.06,-7.52,375.552,"cm",-8.14,"INHS_FISH_77965",NA,NA,39.94,40.26,9.32,9.3,2.34,2.51,2.9,2.88,5.03,0.65,3.76,"mm"
"INHS_FISH_78175",136630,"INHS_136630.JPG","78175","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78175.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11232778,2204,2203.03,486,486.26,142,143.01,138,137,255,13775,107241,0.32,0.31,393.464,"cm",0.14,"INHS_FISH_78175",NA,NA,56.02,55.99,12.35,12.36,3.61,3.63,3.51,3.48,6.48,0.89,6.93,"mm"
"INHS_FISH_78184",136631,"INHS_136631.JPG","78184","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78184.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11345478,1732,1732.18,402,401.28,106,111.95,131,130.98,222,12228,76357,178.81,-2.12,394.284,"cm",-0.69,"INHS_FISH_78184",NA,NA,43.93,43.93,10.2,10.18,2.69,2.84,3.32,3.32,5.63,0.79,4.91,"mm"
"INHS_FISH_78486",136685,"INHS_136685.JPG","78486","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78486.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10150724,1298,1297.85,284,284.38,68,68.12,99,98.02,159,7130,40595,1.92,2.08,393.987,"cm",1.57,"INHS_FISH_78486",NA,NA,32.95,32.94,7.21,7.22,1.73,1.73,2.51,2.49,4.04,0.46,2.62,"mm"
"INHS_FISH_78500",136687,"INHS_136687.JPG","78500","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78500.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10107594,2359,2359.95,501,500.29,137,143.89,149,148,276,15426,114858,3.75,2.33,392.748,"cm",2.34,"INHS_FISH_78500",NA,NA,60.06,60.09,12.76,12.74,3.49,3.66,3.79,3.77,7.03,1,7.45,"mm"
"INHS_FISH_78507",136689,"INHS_136689.JPG","78507","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78507.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10426706,1828,1830.37,450,449,130,137.9,136,135.03,251,13054,95323,5.14,3.48,393.951,"cm",4.05,"INHS_FISH_78507",NA,NA,46.4,46.46,11.42,11.4,3.3,3.5,3.45,3.43,6.37,0.84,6.14,"mm"
"INHS_FISH_78613",136712,"INHS_136712.JPG","78613","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78613.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10642420,1988,1987.85,510,509.14,130,137.9,156,155.12,264,15626,112697,2.19,1.67,392.807,"cm",1.01,"INHS_FISH_78613",NA,NA,50.61,50.61,12.98,12.96,3.31,3.51,3.97,3.95,6.72,1.01,7.3,"mm"
"INHS_FISH_78733",136754,"INHS_136754.JPG","78733","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78733.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10566173,1266,1265.7,308,307.01,82,88.02,99,98.73,167,7704,42852,3.55,1.9,393.532,"cm",3.06,"INHS_FISH_78733",NA,NA,32.17,32.16,7.83,7.8,2.08,2.24,2.52,2.51,4.24,0.5,2.77,"mm"
"INHS_FISH_78752",136761,"INHS_136761.JPG","78752","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78752.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10802128,1369,1370.4,339,338.53,82,82.73,110,109.11,176,8453,49495,4.69,3.39,395.069,"cm",4.48,"INHS_FISH_78752",NA,NA,34.65,34.69,8.58,8.57,2.08,2.09,2.78,2.76,4.45,0.54,3.17,"mm"
"INHS_FISH_78759",136762,"INHS_136762.JPG","78759","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78759.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10439370,1222,1239.78,282,282.29,76,78.1,81,80.4,159,4034,38736,11.12,9.99,391.9,"cm",11.56,"INHS_FISH_78759",NA,NA,31.18,31.64,7.2,7.2,1.94,1.99,2.07,2.05,4.06,0.26,2.52,"mm"
"INHS_FISH_78762",136764,"INHS_136764.JPG","78762","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_78762.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9839376,2095,2097.1,537,536.18,135,145.77,154,153.03,295,16621,134381,177.05,-3.12,391.11,"cm",-3.26,"INHS_FISH_78762",NA,NA,53.57,53.62,13.73,13.71,3.45,3.73,3.94,3.91,7.54,1.09,8.78,"mm"
"INHS_FISH_79123",136821,"INHS_136821.JPG","79123","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79123.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,9404144,2333,2339.57,555,561.26,162,163,170,169.05,301,19566,142742,4.6,4.61,398.484,"cm",4.35,"INHS_FISH_79123",NA,NA,58.55,58.71,13.93,14.08,4.07,4.09,4.27,4.24,7.55,1.23,8.99,"mm"
"INHS_FISH_79145",136823,"INHS_136823.JPG","79145","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79145.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11030205,1684,1685.2,384,383.26,93,96.05,118,117.43,200,9509,66207,3.13,2.93,394.288,"cm",3.82,"INHS_FISH_79145",NA,NA,42.71,42.74,9.74,9.72,2.36,2.44,2.99,2.98,5.07,0.61,4.26,"mm"
"INHS_FISH_79155",136825,"INHS_136825.JPG","79155","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79155.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10525932,1285,1308.88,279,278.95,68,68.88,100,99.08,159,6613,39681,12.84,11.19,395,"cm",12.46,"INHS_FISH_79155",NA,NA,32.53,33.14,7.06,7.06,1.72,1.74,2.53,2.51,4.03,0.42,2.54,"mm"
"INHS_FISH_79202",136833,"INHS_136833.JPG","79202","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79202.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10973688,2283,2287.74,495,494.97,139,139.29,129,128.02,252,12659,107496,175.29,-4.06,395.643,"cm",-5,"INHS_FISH_79202",NA,NA,57.7,57.82,12.51,12.51,3.51,3.52,3.26,3.24,6.37,0.81,6.87,"mm"
"INHS_FISH_79214",136835,"INHS_136835.JPG","79214","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79214.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10410980,2120,2122.57,561,562.23,181,182.58,163,162.79,277,18164,126602,3.65,3.32,392.809,"cm",3.73,"INHS_FISH_79214",NA,NA,53.97,54.04,14.28,14.31,4.61,4.65,4.15,4.14,7.05,1.18,8.2,"mm"
"INHS_FISH_79253",136837,"INHS_136837.JPG","79253","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79253.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11617156,1896,1899.87,386,385.52,114,114.04,117,116.35,225,9905,74476,6.07,4.1,374.638,"cm",5.81,"INHS_FISH_79253",NA,NA,50.61,50.71,10.3,10.29,3.04,3.04,3.12,3.11,6.01,0.71,5.31,"mm"
"INHS_FISH_79287",136844,"INHS_136844.JPG","79287","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79287.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10625407,2616,2617.8,642,641.02,180,183.97,197,196.92,315,25994,165607,178.42,-2.65,366.989,"cm",-2.4,"INHS_FISH_79287",NA,NA,71.28,71.33,17.49,17.47,4.9,5.01,5.37,5.37,8.58,1.93,12.3,"mm"
"INHS_FISH_79398",136857,"INHS_136857.JPG","79398","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79398.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10546704,2156,2175.37,520,521.5,170,171.29,150,149.16,266,16320,112354,8.48,7.85,369.971,"cm",7.78,"INHS_FISH_79398",NA,NA,58.27,58.8,14.06,14.1,4.59,4.63,4.05,4.03,7.19,1.19,8.21,"mm"
"INHS_FISH_79402",136859,"INHS_136859.JPG","79402","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79402.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10961864,2062,2061.35,463,462.28,132,143.39,135,134.06,254,11723,100810,1.74,1.06,396.428,"cm",1.31,"INHS_FISH_79402",NA,NA,52.01,52,11.68,11.66,3.33,3.62,3.41,3.38,6.41,0.75,6.41,"mm"
"INHS_FISH_79653",136923,"INHS_136923.JPG","79653","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79653.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10795898,1635,1634.65,405,404.6,98,100.9,111,110.45,213,8272,73096,2.65,1.61,396.045,"cm",2.37,"INHS_FISH_79653",NA,NA,41.28,41.27,10.23,10.22,2.47,2.55,2.8,2.79,5.38,0.53,4.66,"mm"
"INHS_FISH_79758",136949,"INHS_136949.JPG","79758","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79758.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10797708,1651,1656.19,377,378.23,106,106.23,121,120.07,194,10440,63902,5.83,4.95,394.084,"cm",5.37,"INHS_FISH_79758",NA,NA,41.89,42.03,9.57,9.6,2.69,2.7,3.07,3.05,4.92,0.67,4.11,"mm"
"INHS_FISH_79784",136959,"INHS_136959.JPG","79784","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79784.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11058458,1464,1463.1,353,352.57,97,102.46,120,119.27,185,9538,55435,179.54,-0.67,394.221,"cm",-0.62,"INHS_FISH_79784",NA,NA,37.14,37.11,8.95,8.94,2.46,2.6,3.04,3.03,4.69,0.61,3.57,"mm"
"INHS_FISH_79848",136977,"INHS_136977.JPG","79848","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79848.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11336466,1611,1624.56,386,389.8,101,101,141,140.29,222,13887,70990,9.74,7.68,396.278,"cm",8.81,"INHS_FISH_79848",NA,NA,40.65,41,9.74,9.84,2.55,2.55,3.56,3.54,5.6,0.88,4.52,"mm"
"INHS_FISH_79899",136996,"INHS_136996.JPG","79899","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79899.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9215708,1994,1999.9,497,496.01,119,126.53,145,144,278,15088,119085,175.01,-4.76,391.911,"cm",-5.41,"INHS_FISH_79899",NA,NA,50.88,51.03,12.68,12.66,3.04,3.23,3.7,3.67,7.09,0.98,7.75,"mm"
"INHS_FISH_79944",137010,"INHS_137010.JPG","79944","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_79944.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11126616,1534,1543.77,369,373.02,109,109.11,127,126,201,10469,62419,8.24,6.77,393.595,"cm",8.24,"INHS_FISH_79944",NA,NA,38.97,39.22,9.38,9.48,2.77,2.77,3.23,3.2,5.11,0.68,4.03,"mm"
"INHS_FISH_81124",137283,"INHS_137283.JPG","81124","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_81124.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11387305,1530,1529.02,364,363.05,84,87.93,118,117.02,188,10014,58328,0.86,-0.26,395.423,"cm",0.62,"INHS_FISH_81124",NA,NA,38.69,38.67,9.21,9.18,2.12,2.22,2.98,2.96,4.75,0.64,3.73,"mm"
"INHS_FISH_81465",137366,"INHS_137366.JPG","81465","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_81465.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11064500,1660,1670.19,423,427.77,124,125.77,127,126.04,226,11875,78872,6.68,6.64,395.872,"cm",10.93,"INHS_FISH_81465",NA,NA,41.93,42.19,10.69,10.81,3.13,3.18,3.21,3.18,5.71,0.76,5.03,"mm"
"INHS_FISH_82397",137600,"INHS_137600.JPG","82397","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82397.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10669178,1931,1931.74,460,459.31,140,141.15,135,134,255,13307,99308,2.69,2.43,393.762,"cm",2.76,"INHS_FISH_82397",NA,NA,49.04,49.06,11.68,11.66,3.56,3.58,3.43,3.4,6.48,0.86,6.4,"mm"
"INHS_FISH_82406",137602,"INHS_137602.JPG","82406","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82406.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10833676,2377,2376.29,520,519.6,135,141.68,152,151.01,280,15480,126436,1.62,0.89,395.233,"cm",0.67,"INHS_FISH_82406",NA,NA,60.14,60.12,13.16,13.15,3.42,3.58,3.85,3.82,7.08,0.99,8.09,"mm"
"INHS_FISH_82417",137605,"INHS_137605.JPG","82417","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82417.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10806885,1895,1913.01,408,408.1,120,120.5,126,125,228,10718,80163,9.63,8.08,374.905,"cm",8.77,"INHS_FISH_82417",NA,NA,50.55,51.03,10.88,10.89,3.2,3.21,3.36,3.33,6.08,0.76,5.7,"mm"
"INHS_FISH_82429",137608,"INHS_137608.JPG","82429","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82429.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11283231,1475,1476.75,328,327,74,83.19,102,101.02,179,7285,50966,177.89,-3.49,393.447,"cm",-3.15,"INHS_FISH_82429",NA,NA,37.49,37.53,8.34,8.31,1.88,2.11,2.59,2.57,4.55,0.47,3.29,"mm"
"INHS_FISH_82436",137610,"INHS_137610.JPG","82436","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82436.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11648352,1853,1857.28,427,426.47,127,129.25,129,128.06,239,11667,82437,4.34,4.32,375.312,"cm",3.94,"INHS_FISH_82436",NA,NA,49.37,49.49,11.38,11.36,3.38,3.44,3.44,3.41,6.37,0.83,5.85,"mm"
"INHS_FISH_82448",137613,"INHS_137613.JPG","82448","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82448.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10675325,1759,1767.4,407,408.6,119,119,133,132.24,221,12058,71521,6.31,5.91,392.145,"cm",5.65,"INHS_FISH_82448",NA,NA,44.86,45.07,10.38,10.42,3.03,3.03,3.39,3.37,5.64,0.78,4.65,"mm"
"INHS_FISH_82514",137636,"INHS_137636.JPG","82514","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82514.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10878410,2636,2640.41,616,615.07,163,171.09,189,188.38,301,24078,156122,177.02,-3.67,394.001,"cm",-3.7,"INHS_FISH_82514",NA,NA,66.9,67.02,15.63,15.61,4.14,4.34,4.8,4.78,7.64,1.55,10.06,"mm"
"INHS_FISH_82517",137637,"INHS_137637.JPG","82517","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82517.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11082883,2303,2303.25,460,467.36,121,125.16,144,143.13,277,14068,113501,0.87,1.89,397.639,"cm",1.09,"INHS_FISH_82517",NA,NA,57.92,57.92,11.57,11.75,3.04,3.15,3.62,3.6,6.97,0.89,7.18,"mm"
"INHS_FISH_82543",137642,"INHS_137642.JPG","82543","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82543.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11232970,1442,1441.01,354,353,81,92.66,108,107.23,180,7818,54183,1.82,0.2,394.444,"cm",1.39,"INHS_FISH_82543",NA,NA,36.56,36.53,8.97,8.95,2.05,2.35,2.74,2.72,4.56,0.5,3.48,"mm"
"INHS_FISH_82778",137677,"INHS_137677.JPG","82778","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82778.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11328373,1836,1840.11,413,419.7,117,117.02,126,125.04,225,11236,79820,4.34,4.27,395.146,"cm",3.55,"INHS_FISH_82778",NA,NA,46.46,46.57,10.45,10.62,2.96,2.96,3.19,3.16,5.69,0.72,5.11,"mm"
"INHS_FISH_82900",137690,"INHS_137690.JPG","82900","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_82900.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11327564,1508,1507.36,337,336.04,84,88.23,111,110.02,180,8209,51811,178.41,-1.25,374.921,"cm",-1.73,"INHS_FISH_82900",NA,NA,40.22,40.2,8.99,8.96,2.24,2.35,2.96,2.93,4.8,0.58,3.69,"mm"
"INHS_FISH_83027",137697,"INHS_137697.JPG","83027","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_83027.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10892792,2262,2261.91,535,534.13,145,150.96,152,151.12,269,14607,122489,1.79,1.62,394.022,"cm",1.53,"INHS_FISH_83027",NA,NA,57.41,57.41,13.58,13.56,3.68,3.83,3.86,3.84,6.83,0.94,7.89,"mm"
"INHS_FISH_83101",137713,"INHS_137713.JPG","83101","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_83101.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10736793,1767,1771.86,398,403.66,104,125.36,110,109.29,238,7535,75117,175.65,-4.66,375.256,"cm",-5.17,"INHS_FISH_83101",NA,NA,47.09,47.22,10.61,10.76,2.77,3.34,2.93,2.91,6.34,0.54,5.33,"mm"
"INHS_FISH_83216",137742,"INHS_137742.JPG","83216","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_83216.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11197772,1848,1853.66,400,399.85,95,96.34,116,115.07,216,9938,76767,5.66,4.86,394.2,"cm",5.42,"INHS_FISH_83216",NA,NA,46.88,47.02,10.15,10.14,2.41,2.44,2.94,2.92,5.48,0.64,4.94,"mm"
"INHS_FISH_83228",137748,"INHS_137748.JPG","83228","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_83228.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10939133,1522,1529.82,353,354.99,92,92.91,113,113,185,9595,56282,7.63,6.15,394.781,"cm",7.16,"INHS_FISH_83228",NA,NA,38.55,38.75,8.94,8.99,2.33,2.35,2.86,2.86,4.69,0.62,3.61,"mm"
"INHS_FISH_83350",137797,"INHS_137797.JPG","83350","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_83350.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10658115,1684,1684.07,407,409.71,109,111.2,131,130.1,219,12178,76253,1.98,2.04,393.489,"cm",2.55,"INHS_FISH_83350",NA,NA,42.8,42.8,10.34,10.41,2.77,2.83,3.33,3.31,5.57,0.79,4.92,"mm"
"INHS_FISH_83392",137801,"INHS_137801.JPG","83392","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_83392.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11117560,1385,1384.09,337,341.32,87,87.97,107,106.79,164,7595,44996,1.46,0.66,392.604,"cm",0.2,"INHS_FISH_83392",NA,NA,35.28,35.25,8.58,8.69,2.22,2.24,2.73,2.72,4.18,0.49,2.92,"mm"
"INHS_FISH_84159",137908,"INHS_137908.JPG","84159","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_84159.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10634907,2972,2978.55,719,731.71,175,207.23,194,193.04,360,27223,222224,178.96,-4.08,344.793,"cm",-0.89,"INHS_FISH_84159",NA,NA,86.2,86.39,20.85,21.22,5.08,6.01,5.63,5.6,10.44,2.29,18.69,"mm"
"INHS_FISH_85573",138256,"INHS_138256.JPG","85573","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_85573.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11362616,1617,1620.3,404,405.18,113,118.6,120,119.27,265,10218,83797,174.74,-4.18,392.286,"cm",-7.76,"INHS_FISH_85573",NA,NA,41.22,41.3,10.3,10.33,2.88,3.02,3.06,3.04,6.76,0.66,5.45,"mm"
"INHS_FISH_85684",138290,"INHS_138290.JPG","85684","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_85684.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10908129,1525,1524.5,368,367.39,110,110.77,105,104,200,7883,62120,177.8,-1.47,392.242,"cm",-3.51,"INHS_FISH_85684",NA,NA,38.88,38.87,9.38,9.37,2.8,2.82,2.68,2.65,5.1,0.51,4.04,"mm"
"INHS_FISH_85989",138368,"INHS_138368.JPG","85989","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_85989.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11447811,1511,1514,348,347.09,87,97.49,88,88.46,199,5268,56331,5.07,4.17,391.092,"cm",5.17,"INHS_FISH_85989",NA,NA,38.64,38.71,8.9,8.87,2.22,2.49,2.25,2.26,5.09,0.34,3.68,"mm"
"INHS_FISH_86754",138554,"INHS_138554.JPG","86754","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_86754.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10989278,1901,1933.8,482,484.02,153,153.33,131,130,248,12169,99005,11.93,10.73,392.864,"cm",11.65,"INHS_FISH_86754",NA,NA,48.39,49.22,12.27,12.32,3.89,3.9,3.33,3.31,6.31,0.79,6.41,"mm"
"INHS_FISH_86923",138586,"INHS_138586.JPG","86923","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_86923.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11152240,2520,2520.83,586,585.12,174,190.68,153,152.47,294,15056,150583,177.9,-2.18,393.793,"cm",-1.99,"INHS_FISH_86923",NA,NA,63.99,64.01,14.88,14.86,4.42,4.84,3.89,3.87,7.47,0.97,9.71,"mm"
"INHS_FISH_86961",138595,"INHS_138595.JPG","86961","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_86961.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10196753,1776,1778.04,487,486.04,146,159.41,124,123.15,229,10097,92423,176.67,-3.35,394.033,"cm",-3.23,"INHS_FISH_86961",NA,NA,45.07,45.12,12.36,12.34,3.71,4.05,3.15,3.13,5.81,0.65,5.95,"mm"
