"","original_file_name","id.x","file_name","catalog_id","dataset","path","scientific_name.x","genus.x","family.x","institution","width","height","size","id.y","image_metadata_id","user_id","fish_number","has_ruler","has_label","labelname_matched_imagefilename","barcode_visible","label_detailed","has_colorbar","has_label_attached_fish","non_specimen_objects","if_overlapping","specimen_angled","specimen_viewing","straight_curved","if_missing_parts","if_parts_visible","fins_folded_oddly","brightness","if_background_uniform","if_focus","color_issues","image_quality","scientific_name.y","genus.y","family.y"
"2708","INHS_FISH_39584.jpg",129856,"INHS_129856.JPG",39584,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39584.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11041906,"d9c56603-a8c5-566c-bb9e-8b3e790c7b05","abf034e8-f58c-4c67-998f-431b54736aa7",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis rubellus","Notropis ","Cyprinidae"
"2709","INHS_FISH_39603.jpg",129857,"INHS_129857.JPG",39603,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_39603.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11130678,"934ea838-2d55-58cd-9ccb-826e2c734a1f","94642445-7bbf-4956-977d-086b3514c45d",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis photogenis","Notropis ","Cyprinidae"
"2722","INHS_FISH_40063.jpg",129890,"INHS_129890.JPG",40063,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40063.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11256376,"51fd0a09-4272-569d-8e5e-6b121ccd9d67","0e5e31ff-f181-4337-b1a9-da02415fa06b",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis volucellus","Notropis ","Cyprinidae"
"2732","INHS_FISH_40481.jpg",129911,"INHS_129911.JPG",40481,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40481.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11318776,"518c985f-a34e-503a-914d-6f72f9cc16cb","7ed6b799-12ca-439e-b0dd-ccba4772d352",14,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis texanus","Notropis ","Cyprinidae"
"2745","INHS_FISH_40608.jpg",129946,"INHS_129946.JPG",40608,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40608.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10894646,"8ba97166-b470-58df-88b4-b8c720dde3a2","372ca4a7-79dd-4cc0-b026-4f034d0c77a6",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",9,"Notropis texanus","Notropis ","Cyprinidae"
"2762","INHS_FISH_40755.jpg",129992,"INHS_129992.JPG",40755,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40755.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11098298,"f8aecf85-5b3c-5963-9231-e6deb15cd56a","6d787034-d9d6-4139-9582-4a78ff13a4ae",12,1,"True","True","True","False","detailed","False","False","no","False",10,"left","straight","False","True","False","normal","False","True","none",6,"Notropis volucellus","Notropis ","Cyprinidae"
"2772","INHS_FISH_40851.jpg",130018,"INHS_130018.JPG",40851,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_40851.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10157860,"32e0839b-7f35-5c1a-8246-821cf37cc280","10ae23bb-d877-4308-95ca-adda48de5312",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis ammophilus","Notropis ","Cyprinidae"
"2811","INHS_FISH_41403.jpg",130142,"INHS_130142.JPG",41403,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41403.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10930908,"0eddf939-14a7-5f73-ae94-8dab20378a8e","d7a7f9c4-c374-4ad8-90fc-154eefc47cfe",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis photogenis","Notropis ","Cyprinidae"
"2828","INHS_FISH_41657.jpg",130198,"INHS_130198.JPG",41657,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41657.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10595322,"ec0bda76-8ee4-5729-869c-14aa48127268","d9a82b57-ed16-4960-a9b0-095a50c6cee4",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis stilbius","Notropis ","Cyprinidae"
"2829","INHS_FISH_41686.jpg",130203,"INHS_130203.JPG",41686,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41686.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11304340,"b28be9d5-58d7-5bae-8c0b-a655e24a98a2","45a9f9cb-bfb9-480b-8992-905e8c9c8b10",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis leuciodus","Notropis ","Cyprinidae"
"2831","INHS_FISH_41708.jpg",130206,"INHS_130206.JPG",41708,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41708.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11068732,"5f8b0f8b-a0d4-563f-bf08-32f4d5799678","a066cf67-a071-4755-98cc-6cfa0fdc7efa",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis rubellus","Notropis ","Cyprinidae"
"2832","INHS_FISH_41709.jpg",130207,"INHS_130207.JPG",41709,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41709.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11080112,"bae3c040-2769-55d3-a77f-6cd4c9a38479","92a8a568-286d-4333-a064-8f195fa06088",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis volucellus","Notropis ","Cyprinidae"
"2833","INHS_FISH_4171.jpg",122586,"INHS_122586.JPG",4171,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4171.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11402521,"dd65791f-edec-517c-b507-4f20a8cb1719","cc417b99-5bf0-40bf-b997-c3324b8352e1",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis volucellus","Notropis ","Cyprinidae"
"2834","INHS_FISH_41757.jpg",130217,"INHS_130217.JPG",41757,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41757.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,11028408,"242189b5-2697-5f9c-84da-2f141dbd8a43","3b43c7ac-4145-4a21-ada1-67d495fe02c5",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis photogenis","Notropis ","Cyprinidae"
"2835","INHS_FISH_41797.jpg",130222,"INHS_130222.JPG",41797,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41797.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11069573,"06ae6d45-12c0-519c-856d-876397dae610","71d06cfb-5c84-49e2-a75d-6d584e5ee593",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis leuciodus","Notropis ","Cyprinidae"
"2838","INHS_FISH_41816.jpg",130227,"INHS_130227.JPG",41816,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_41816.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11162166,"4c48fe24-e92d-5c93-9560-c7ca51e0153b","265512f7-8aa3-414a-97b8-56787e59e59c",23,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",10,"Notropis volucellus","Notropis ","Cyprinidae"
"2845","INHS_FISH_4197.jpg",122591,"INHS_122591.JPG",4197,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4197.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11350359,"f7035bd1-c3f6-54ed-945d-b53792d7051e","5b25007f-540e-438c-a70e-40e4bf8c3d10",14,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",6,"Notropis volucellus","Notropis ","Cyprinidae"
"2902","INHS_FISH_42535.jpg",130403,"INHS_130403.JPG",42535,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42535.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11007271,"50d23ea8-f745-55c8-8812-d41255e33b30","2258fe2a-e517-4f09-842d-0bf45930569c",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis volucellus","Notropis ","Cyprinidae"
"2936","INHS_FISH_42877.jpg",130485,"INHS_130485.JPG",42877,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42877.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11005860,"9e2c3990-0e75-5ed1-8586-28a7d6e14376","bfbb3dd0-f7be-4680-8722-5ab48dd4f8e3",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis volucellus","Notropis ","Cyprinidae"
"2940","INHS_FISH_42931.jpg",130499,"INHS_130499.JPG",42931,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42931.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11090959,"4aaa9aff-1a3a-5a0d-a8ad-32a4fe158494","0c9fe31c-34f2-4402-a00f-4b3c92137f85",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis volucellus","Notropis ","Cyprinidae"
"2943","INHS_FISH_42960.jpg",130508,"INHS_130508.JPG",42960,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42960.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10939192,"fd13d5f8-d0ce-513c-a582-4a23732fbc37","20d70eb7-7335-4a05-b1c1-c930b4781c7b",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis rubellus","Notropis ","Cyprinidae"
"2944","INHS_FISH_42961.jpg",130509,"INHS_130509.JPG",42961,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42961.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11236009,"1890dc3e-0d21-5316-a371-2bdaef2de770","6ad64f0d-7673-43c6-9e64-8f5ea0d653a9",14,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis volucellus","Notropis ","Cyprinidae"
"2946","INHS_FISH_42999.jpg",130516,"INHS_130516.JPG",42999,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_42999.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10971963,"c7804767-ea90-5c8e-9708-8e0730141712","2ea8a40d-b1cc-4fad-973f-7538e7bdeec3",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis rubellus","Notropis ","Cyprinidae"
"2948","INHS_FISH_43025.jpg",130520,"INHS_130520.JPG",43025,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_43025.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11213008,"fc2af6a2-5627-5ad1-8e10-499d535e26bb","7a47514a-3f1b-4693-9c62-92d1e9114c1f",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis rubellus","Notropis ","Cyprinidae"
"2949","INHS_FISH_43026.jpg",130521,"INHS_130521.JPG",43026,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_43026.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11065212,"060a5f2c-a1da-5fab-83ed-41df49625f4c","926f2f51-dc20-4f08-a4d8-885ec8a1daad",14,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",8,"Notropis volucellus","Notropis ","Cyprinidae"
"3014","INHS_FISH_44640.jpg",130728,"INHS_130728.JPG",44640,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_44640.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10997418,"99c713c5-1b52-51fc-980a-6bc5f6caf243","5191d7dd-7d5b-40ba-8517-b98f22534d00",12,1,"True","True","True","False","detailed","False","False","no","False",10,"left","straight","False","True","False","normal","False","True","none",6,"Notropis leuciodus","Notropis ","Cyprinidae"
"3037","INHS_FISH_4498.jpg",122689,"INHS_122689.JPG",4498,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_4498.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11194768,"3036814d-21d9-559c-96da-75c0d0e87557","f56d0a02-7800-4e90-a27f-ba9c7cc3eee6",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis volucellus","Notropis ","Cyprinidae"
"3038","INHS_FISH_45001.jpg",130859,"INHS_130859.JPG",45001,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45001.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10879717,"57fd3aa5-9062-59f3-b99c-eb299bcb3565","b9504ca9-8a79-4993-ad14-1181c4475174",16,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",9,"Notropis leuciodus","Notropis ","Cyprinidae"
"3062","INHS_FISH_45251.jpg",130933,"INHS_130933.JPG",45251,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45251.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10929580,"82da8080-6d34-5ef6-a368-01690c69301c","af7e4508-0fcd-42a4-8ace-a2c8524a587c",14,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",5,"Notropis volucellus","Notropis ","Cyprinidae"
"3080","INHS_FISH_45480.jpg",130977,"INHS_130977.JPG",45480,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45480.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10936760,"39c9b2f2-1bea-5089-add0-146a94f4416b","93d461f9-1799-4d66-bdce-2fba29727b62",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis stilbius","Notropis ","Cyprinidae"
"3081","INHS_FISH_45484.jpg",130978,"INHS_130978.JPG",45484,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45484.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10127399,"69a18b90-ccc1-5a24-8d64-aac48b4db68b","4a316773-c787-47c7-9a6e-f20b80da4b32",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis baileyi","Notropis ","Cyprinidae"
"3082","INHS_FISH_45487.jpg",130979,"INHS_130979.JPG",45487,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45487.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,9589318,"24929af0-ae9f-54b3-9774-1c382686da5f","8948d280-df31-49ce-af76-36c2c73a1438",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis ammophilus","Notropis ","Cyprinidae"
"3090","INHS_FISH_45623.jpg",131007,"INHS_131007.JPG",45623,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45623.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10694012,"66fc7969-f29e-5c31-a1b7-640b13e8f94e","a5fe4151-06ac-4d33-ae71-31691bf8214b",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",9,"Notropis volucellus","Notropis ","Cyprinidae"
"3091","INHS_FISH_45637.jpg",131010,"INHS_131010.JPG",45637,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45637.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10182577,"016f7dbc-38d3-5778-be02-2beb1d0242e2","4b0559a4-13ac-4c9a-a922-ba515f416ab5",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis leuciodus","Notropis ","Cyprinidae"
"3093","INHS_FISH_45640.jpg",131013,"INHS_131013.JPG",45640,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45640.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10782767,"cd87581d-c10b-5210-a1e1-b4b9e3cced69","17c5f578-b834-4eb0-8090-5626def3dcf6",16,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis photogenis","Notropis ","Cyprinidae"
"3094","INHS_FISH_45655.jpg",131017,"INHS_131017.JPG",45655,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45655.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10990942,"61e1b34a-0793-5918-b808-b57d846d8370","8a566962-a478-4fd5-8bb8-601e54bce549",15,1,"True","True","True","False","detailed","False","False","clear disk","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis stilbius","Notropis ","Cyprinidae"
"3098","INHS_FISH_45686.jpg",131025,"INHS_131025.JPG",45686,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_45686.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10953664,"ebac8845-529e-5565-aa18-64ef31051486","d4227e0f-c53a-4927-bdd4-c46714350443",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",4,"Notropis volucellus","Notropis ","Cyprinidae"
"3129","INHS_FISH_46162.jpg",131145,"INHS_131145.JPG",46162,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46162.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10361610,"dbd54535-10b6-5f3b-8cfb-8782ef2fb9d1","77bd8706-64cf-483e-abc5-6dddc35b4268",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis stilbius","Notropis ","Cyprinidae"
"3144","INHS_FISH_46357.jpg",131219,"INHS_131219.JPG",46357,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46357.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11447805,"09c26c7c-f961-54f0-a1fb-cc80e77a16a0","f639a050-f5f2-4b0a-9c4f-561af7dd14f4",15,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis volucellus","Notropis ","Cyprinidae"
"3154","INHS_FISH_46468.jpg",131248,"INHS_131248.JPG",46468,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46468.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10887333,"5ae2aecc-128b-53dd-a813-b13bc46d543e","ef8690c8-181e-4bcb-9141-8324ffaa3284",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis volucellus","Notropis ","Cyprinidae"
"3162","INHS_FISH_46547.jpg",131272,"INHS_131272.JPG",46547,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_46547.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11387373,"740174e6-2c14-501e-93ac-9ed8cd3c9eae","191cd77a-8635-4bf3-a886-685f4c2fd199",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis volucellus","Notropis ","Cyprinidae"
"3190","INHS_FISH_47012.jpg",131389,"INHS_131389.JPG",47012,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47012.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11128783,"47ed8750-c39f-56f6-af29-ba9bfd167ce8","85d33750-2137-4458-a54d-40d54662c7f1",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis leuciodus","Notropis ","Cyprinidae"
"3196","INHS_FISH_47082.jpg",131403,"INHS_131403.JPG",47082,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47082.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9272444,"e097adef-c479-5dba-9bcb-bd8cb10613e9","e065b517-a709-4f0c-9fc0-a750cd831046",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis baileyi","Notropis ","Cyprinidae"
"3197","INHS_FISH_47084.jpg",131404,"INHS_131404.JPG",47084,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47084.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10531972,"58454030-57a7-52ab-938c-a7c1c93e1a6b","02db4102-daa9-4f81-a230-db0c18e260f2",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis ammophilus","Notropis ","Cyprinidae"
"3198","INHS_FISH_47091.jpg",131405,"INHS_131405.JPG",47091,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47091.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10493220,"35155f93-4614-543b-8121-146259de19cb","1ac4adf7-3a4f-4b17-adeb-22a3f91245d8",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis stilbius","Notropis ","Cyprinidae"
"3254","INHS_FISH_47856.jpg",131617,"INHS_131617.JPG",47856,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_47856.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10974752,"da48a1ac-e23d-5e9e-b104-4dc2bf210d27","96f54732-35b3-4523-a9ee-e7ef1ccbd794",16,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",9,"Notropis stilbius","Notropis ","Cyprinidae"
"3304","INHS_FISH_48404.jpg",131761,"INHS_131761.JPG",48404,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48404.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10292676,"d5c8831c-237a-57f1-9755-7874dab8e973","ee973ff6-9704-450d-bf4c-f264111524d4",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",9,"Notropis baileyi","Notropis ","Cyprinidae"
"3305","INHS_FISH_48405.jpg",131762,"INHS_131762.JPG",48405,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48405.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10415646,"ce057c7b-ddb6-51f8-afbe-c929e812bef4","4b87e41b-c1e5-42a3-a73c-2d613deb8c1b",12,1,"True","True","True","False","detailed","False","False","no","False",10,"left","straight","False","True","False","normal","True","True","none",10,"Notropis ammophilus","Notropis ","Cyprinidae"
"3306","INHS_FISH_48421.jpg",131767,"INHS_131767.JPG",48421,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48421.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9755441,"f3940d36-3357-5134-8c11-5b903e479cd7","ab4774de-245f-40d0-b09e-2d45992822f5",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","True","True","none",6,"Notropis baileyi","Notropis ","Cyprinidae"
"3323","INHS_FISH_48601.jpg",131819,"INHS_131819.JPG",48601,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48601.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,10151392,"d0af8342-9e6a-596d-bc13-c317bb9bc388","319df6f1-dab7-4922-8c86-9ce4ced675b1",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",6,"Notropis baileyi","Notropis ","Cyprinidae"
"3324","INHS_FISH_48618.jpg",131825,"INHS_131825.JPG",48618,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48618.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11580989,"03513826-502b-55b9-85c1-294120502577","26e58de9-11c3-4df7-b434-5c29cea5cb2e",15,1,"True","True","True","False","detailed","False","False","clear disk","False",9,"left","straight","False","True","False","normal","False","True","none",8,"Notropis texanus","Notropis ","Cyprinidae"
"3326","INHS_FISH_48641.jpg",131831,"INHS_131831.JPG",48641,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_48641.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11073948,"2548f8da-0b3e-52aa-8777-aaf496c207d9","0eaba630-46eb-4e02-9b79-fd8cd1543cf6",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis stilbius","Notropis ","Cyprinidae"
"3362","INHS_FISH_49726.jpg",131922,"INHS_131922.JPG",49726,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49726.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11282398,"dbfaf777-2198-5554-afc3-00442a8ae3cf","999a797d-563e-4bcd-8845-7b609a553217",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",5,"Notropis rubellus","Notropis ","Cyprinidae"
"3363","INHS_FISH_49736.jpg",131923,"INHS_131923.JPG",49736,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49736.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10236583,"f470d6ed-435b-57c0-bb21-645d6a3523dc","91025d33-4576-491b-afba-a0a92f831ed1",22,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis photogenis","Notropis ","Cyprinidae"
"3378","INHS_FISH_49923.jpg",131981,"INHS_131981.JPG",49923,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_49923.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10974834,"e237650d-3dbb-5ad7-a03a-6126c52254a1","619ee4ae-cb2d-41e4-879b-c11fc3ce42e3",15,1,"True","True","True","False","detailed","False","False","clear disks","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis volucellus","Notropis ","Cyprinidae"
"3390","INHS_FISH_50050.jpg",132017,"INHS_132017.JPG",50050,"GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_50050.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10994938,"e9e389be-33b9-587d-ac5a-17b104cfcc6c","4b2b7f31-dff8-4e56-b0cf-dcf09fbcbe6e",12,1,"True","True","True","False","detailed","False","False","no","False",9,"left","straight","False","True","False","normal","False","True","none",7,"Notropis rubellus","Notropis ","Cyprinidae"
