"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","X.none.","X.none..1"
"INHS_FISH_51799",132490,"INHS_132490.JPG","51799","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51799.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11495496,1429,1434.27,341,344.26,91,91.02,123,122.2,190,9282,53847,4.86,5.36,393.471,"cm",5.02,"INHS_FISH_51799",NA,NA
"INHS_FISH_51878",132511,"INHS_132511.JPG","51878","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_51878.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11258375,1905,1906.62,478,480.28,126,126.25,147,146.03,252,15817,100011,2.97,3.01,393.26,"cm",3.24,"INHS_FISH_51878",NA,NA
"INHS_FISH_52831",132743,"INHS_132743.JPG","52831","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_52831.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11483400,1126,1125.3,255,254.39,46,48.7,80,79.01,132,4713,30198,2.59,1.32,393.462,"cm",1.68,"INHS_FISH_52831",NA,NA
"INHS_FISH_53960",132995,"INHS_132995.JPG","53960","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_53960.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11138935,1777,1782.75,459,459.74,126,127.58,155,154.01,256,16449,98503,4.81,4.99,394.614,"cm",5.15,"INHS_FISH_53960",NA,NA
"INHS_FISH_53966",132997,"INHS_132997.JPG","53966","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_53966.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11321092,1766,1767.66,411,410.95,118,121.05,118,117.21,212,9398,71339,3.48,3.15,394.515,"cm",3.29,"INHS_FISH_53966",NA,NA
"INHS_FISH_54290",133080,"INHS_133080.JPG","54290","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54290.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11406759,1610,1611.4,415,417.51,109,111.4,138,137.09,216,12505,78206,2.93,3.13,396.925,"cm",3.6,"INHS_FISH_54290",NA,NA
"INHS_FISH_54292",133081,"INHS_133081.JPG","54292","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54292.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11406859,1502,1507.89,370,369.91,97,99.04,124,123.26,207,9954,63939,6.31,5.48,392.705,"cm",6.56,"INHS_FISH_54292",NA,NA
"INHS_FISH_54294",133082,"INHS_133082.JPG","54294","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54294.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11010429,1994,1993.13,521,520.01,158,163.49,162,161.05,297,17649,123714,1.35,0.66,394.574,"cm",1.2,"INHS_FISH_54294",NA,NA
"INHS_FISH_54317",133098,"INHS_133098.JPG","54317","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54317.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11282800,1404,1405.39,300,299.33,59,60.64,92,93.17,171,6770,46297,178.39,-3.34,394.215,"cm",-1.81,"INHS_FISH_54317",NA,NA
"INHS_FISH_54318",133099,"INHS_133099.JPG","54318","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54318.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10959796,2107,2106.57,512,515.24,150,150.08,139,138.18,268,14079,111738,1.76,1.33,394.345,"cm",1.67,"INHS_FISH_54318",NA,NA
"INHS_FISH_54319",133100,"INHS_133100.JPG","54319","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54319.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11297780,1976,1975.04,394,393,95,102.69,124,123.58,237,11851,83882,1.37,0.38,392.429,"cm",1.24,"INHS_FISH_54319",NA,NA
"INHS_FISH_54320",133101,"INHS_133101.JPG","54320","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_54320.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11424726,1477,1476.63,343,344.57,88,90.47,115,114,194,8239,55806,3.01,1.67,394.697,"cm",2.24,"INHS_FISH_54320",NA,NA
"INHS_FISH_5553",122940,"INHS_122940.JPG","5553","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5553.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10956591,1757,1756.27,413,420.48,96,96.13,119,118.02,235,10647,85985,0.32,1.01,395.101,"cm",0.67,"INHS_FISH_5553",NA,NA
"INHS_FISH_5569",122948,"INHS_122948.JPG","5569","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5569.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11570519,1257,1257.53,304,307.95,81,83.2,86,85,169,5232,45947,2.45,2.83,393.217,"cm",2.44,"INHS_FISH_5569",NA,NA
"INHS_FISH_55734",133320,"INHS_133320.JPG","55734","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55734.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10585990,1912,1911.01,478,477.27,141,142.14,150,149.16,239,15121,92023,0.93,-0.15,391.373,"cm",0.27,"INHS_FISH_55734",NA,NA
"INHS_FISH_55761",133327,"INHS_133327.JPG","55761","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55761.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10826759,2213,2260.35,478,483.66,140,140.43,143,142.09,257,14744,102260,12.14,11.87,390.464,"cm",11.84,"INHS_FISH_55761",NA,NA
"INHS_FISH_55788",133334,"INHS_133334.JPG","55788","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55788.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10632818,1573,1572.01,383,382.33,105,106.89,122,121.02,212,10089,68170,179.41,0.22,395.411,"cm",0.15,"INHS_FISH_55788",NA,NA
"INHS_FISH_55841",133344,"INHS_133344.JPG","55841","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_55841.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10934007,2018,2017.11,469,468.04,125,134.26,140,139.13,252,13501,103716,0.72,-0.6,392.625,"cm",-0.48,"INHS_FISH_55841",NA,NA
"INHS_FISH_5622",122961,"INHS_122961.JPG","5622","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5622.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11361512,1491,1497.63,356,359.71,95,95.01,110,109.02,203,8541,61573,6.2,5.79,393.236,"cm",5.93,"INHS_FISH_5622",NA,NA
"INHS_FISH_56360",133435,"INHS_133435.JPG","56360","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_56360.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11217033,1464,1464.15,408,407.4,109,116.11,131,130.25,226,12073,73613,178.43,-2.27,395.198,"cm",-2.33,"INHS_FISH_56360",NA,NA
"INHS_FISH_5672",122971,"INHS_122971.JPG","5672","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5672.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10815147,1454,1456.1,309,308.1,64,71.55,94,93.54,186,6183,49865,5.06,3.74,396.007,"cm",4.66,"INHS_FISH_5672",NA,NA
"INHS_FISH_56846",133565,"INHS_133565.JPG","56846","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_56846.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972153,1076,1075.98,254,253.51,55,61.27,83,82.02,145,5013,32765,178.26,-2.45,393.272,"cm",-2.17,"INHS_FISH_56846",NA,NA
"INHS_FISH_57044",133637,"INHS_133637.JPG","57044","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57044.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10494551,1497,1496.65,395,394.32,117,130.15,110,109,212,8866,74472,2.96,1.68,394.571,"cm",2.62,"INHS_FISH_57044",NA,NA
"INHS_FISH_57047",133638,"INHS_133638.JPG","57047","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57047.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11060777,2061,2062.73,500,500.02,143,146.54,146,145.88,301,15367,127482,175.25,-2.95,395.031,"cm",-4.79,"INHS_FISH_57047",NA,NA
"INHS_FISH_5716",122981,"INHS_122981.JPG","5716","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5716.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11295972,1969,1994.01,466,465.67,101,105.08,138,137.3,267,13525,107260,11.07,9.26,393.128,"cm",10.77,"INHS_FISH_5716",NA,NA
"INHS_FISH_57605",133805,"INHS_133805.JPG","57605","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57605.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10941994,2042,2041.14,401,400,92,104.24,121,120.34,230,10202,85955,179.03,-0.67,394.746,"cm",-0.94,"INHS_FISH_57605",NA,NA
"INHS_FISH_57626",133813,"INHS_133813.JPG","57626","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57626.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972805,1817,1816.36,417,416.24,101,106.57,131,130,236,11861,91334,179.8,-1.14,394.096,"cm",-0.41,"INHS_FISH_57626",NA,NA
"INHS_FISH_57656",133822,"INHS_133822.JPG","57656","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57656.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11279518,1744,1743,443,442.02,124,128.32,136,135,237,12965,91121,179.56,-0.13,392.753,"cm",-0.35,"INHS_FISH_57656",NA,NA
"INHS_FISH_57676",133826,"INHS_133826.JPG","57676","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57676.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11125766,1695,1712.64,417,422.89,128,128.14,131,130.14,238,12419,82214,10.96,8.46,394.783,"cm",9.88,"INHS_FISH_57676",NA,NA
"INHS_FISH_57695",133830,"INHS_133830.JPG","57695","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57695.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10810475,2270,2269.55,505,507.1,129,130.86,165,164.05,274,18184,121647,178.97,-1.26,396.162,"cm",-0.89,"INHS_FISH_57695",NA,NA
"INHS_FISH_57772",133842,"INHS_133842.JPG","57772","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57772.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10630993,1663,1662.88,371,370.01,88,91.48,121,120.15,199,11006,63610,3.53,1.86,393.422,"cm",2.56,"INHS_FISH_57772",NA,NA
"INHS_FISH_57777",133843,"INHS_133843.JPG","57777","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57777.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10121321,1028,1044.79,250,250.8,58,58.55,75,74.06,131,4532,29374,13.65,10.59,392.5,"cm",12.43,"INHS_FISH_57777",NA,NA
"INHS_FISH_57784",133847,"INHS_133847.JPG","57784","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57784.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11012038,1830,1832.55,466,465.52,118,119.08,145,144.12,226,15539,82271,6.1,3.57,392.169,"cm",4.31,"INHS_FISH_57784",NA,NA
"INHS_FISH_57788",133848,"INHS_133848.JPG","57788","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57788.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10807539,1854,1853.16,476,475.03,131,136.12,140,139.43,249,13986,95100,1.79,0.74,393.652,"cm",1.85,"INHS_FISH_57788",NA,NA
"INHS_FISH_57790",133849,"INHS_133849.JPG","57790","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57790.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9755411,1976,1975.71,439,446.75,106,137.77,122,121.26,150,10167,88471,1.04,-1.54,392.338,"cm",-0.23,"INHS_FISH_57790",NA,NA
"INHS_FISH_57800",133850,"INHS_133850.JPG","57800","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57800.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9829705,2181,2181.66,508,507.01,120,136,144,144.26,277,15176,129235,3.86,2.23,390.84,"cm",3.56,"INHS_FISH_57800",NA,NA
"INHS_FISH_57828",133857,"INHS_133857.JPG","57828","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57828.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9524427,1812,1811.58,416,418.12,94,116.61,126,125.4,130,12567,81940,3.86,1.46,392.146,"cm",2.47,"INHS_FISH_57828",NA,NA
"INHS_FISH_57837",133859,"INHS_133859.JPG","57837","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57837.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10896786,1856,1855.94,458,457.53,122,125.17,131,130.03,240,11034,92519,2.25,1.82,393.424,"cm",2.55,"INHS_FISH_57837",NA,NA
"INHS_FISH_57867",133868,"INHS_133868.JPG","57867","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57867.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10199704,2430,2451.45,562,567.86,154,155.43,183,182.27,306,23176,146737,8.62,7.76,394.644,"cm",8.12,"INHS_FISH_57867",NA,NA
"INHS_FISH_57888",133876,"INHS_133876.JPG","57888","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57888.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10829754,2249,2249.57,451,450.75,130,138.58,111,110.11,240,9052,91664,1.28,2.14,392.021,"cm",1.38,"INHS_FISH_57888",NA,NA
"INHS_FISH_57898",133877,"INHS_133877.JPG","57898","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57898.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11258364,2075,2074.01,467,466.04,130,133.42,117,116.07,231,10601,95733,0.43,-0.17,394.377,"cm",-0.09,"INHS_FISH_57898",NA,NA
"INHS_FISH_57905",133878,"INHS_133878.JPG","57905","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57905.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10995600,2068,2078.46,487,488.08,151,151.12,122,121.1,243,10232,99633,6.68,6.02,394.284,"cm",6.63,"INHS_FISH_57905",NA,NA
"INHS_FISH_57916",133880,"INHS_133880.JPG","57916","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57916.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11196363,1511,1511.04,332,331.04,83,85.15,93,92.2,181,6681,51785,4.24,2.12,393.46,"cm",4.54,"INHS_FISH_57916",NA,NA
"INHS_FISH_57928",133882,"INHS_133882.JPG","57928","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57928.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10659088,1804,1809.23,390,393.75,103,103.24,106,105.17,189,8834,64055,3.76,4.76,394.289,"cm",4,"INHS_FISH_57928",NA,NA
"INHS_FISH_57950",133887,"INHS_133887.JPG","57950","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57950.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11315480,1799,1800.25,429,428,107,113.22,128,127,227,10516,82299,3.89,2.87,395.251,"cm",6.33,"INHS_FISH_57950",NA,NA
"INHS_FISH_57998",133899,"INHS_133899.JPG","57998","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57998.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10897205,1972,2002.89,499,500.6,143,144.53,143,142.06,264,14369,108975,10.83,10.24,396.478,"cm",11.34,"INHS_FISH_57998",NA,NA
"INHS_FISH_58003",133901,"INHS_133901.JPG","58003","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58003.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11124047,1821,1820.51,447,447.7,125,125.57,132,131.31,245,12534,92537,1.15,1.35,394.025,"cm",2.12,"INHS_FISH_58003",NA,NA
"INHS_FISH_58070",133914,"INHS_133914.JPG","58070","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58070.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10926923,1925,1924.76,384,383.42,95,101.24,128,127.32,206,10944,68187,179.47,-1.61,394.95,"cm",-1.62,"INHS_FISH_58070",NA,NA
"INHS_FISH_58076",133915,"INHS_133915.JPG","58076","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58076.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11133418,1649,1648.01,382,381.08,96,101.84,117,116.21,194,9484,65286,0.78,0.21,393.211,"cm",0.46,"INHS_FISH_58076",NA,NA
"INHS_FISH_58116",133921,"INHS_133921.JPG","58116","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58116.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11078990,1829,1843.95,417,422.02,112,116.21,131,130,229,12016,81000,6.47,7.54,395.11,"cm",6.24,"INHS_FISH_58116",NA,NA
"INHS_FISH_58554",133973,"INHS_133973.JPG","58554","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58554.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11253450,1588,1596.29,331,330.3,76,84.1,90,89.2,118,5660,51982,7.95,6.19,394.071,"cm",7.59,"INHS_FISH_58554",NA,NA
"INHS_FISH_58593",133988,"INHS_133988.JPG","58593","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58593.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11722510,1148,1148.32,287,286.5,57,63.51,86,85.15,153,5252,38702,177.49,-2.75,395.305,"cm",-3.06,"INHS_FISH_58593",NA,NA
"INHS_FISH_58602",133993,"INHS_133993.JPG","58602","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58602.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11247065,1803,1805.29,427,427.06,114,117.39,120,119.6,237,10312,87406,4.02,3.46,394.248,"cm",4.16,"INHS_FISH_58602",NA,NA
"INHS_FISH_58662",134006,"INHS_134006.JPG","58662","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58662.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10622045,3382,3383.24,812,815.34,219,239.52,198,197.37,202,25218,201955,177.53,-2.08,356.057,"cm",-3.12,"INHS_FISH_58662",NA,NA
"INHS_FISH_59003",134096,"INHS_134096.JPG","59003","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59003.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10978058,2360,2360.53,541,542.59,147,147.57,173,172.01,283,19005,129333,177.88,-2.06,394.813,"cm",-2.45,"INHS_FISH_59003",NA,NA
"INHS_FISH_59049",134102,"INHS_134102.JPG","59049","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59049.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11011860,1880,1885.55,398,397.02,108,112.09,126,125.48,211,10428,72661,5.65,4.78,397.682,"cm",5.06,"INHS_FISH_59049",NA,NA
"INHS_FISH_59366",134216,"INHS_134216.JPG","59366","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59366.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11239902,2409,2411.95,549,552.08,141,141.09,168,167,297,19017,141132,4.58,3.28,394.55,"cm",4.46,"INHS_FISH_59366",NA,NA
"INHS_FISH_59447",134235,"INHS_134235.JPG","59447","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59447.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10835851,1742,1806.49,444,452.05,131,132.23,135,134.06,250,13386,93081,17.35,15.47,396.422,"cm",16.02,"INHS_FISH_59447",NA,NA
"INHS_FISH_59481",134244,"INHS_134244.JPG","59481","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59481.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11261949,2225,2224.36,531,530.03,139,144.37,149,148.12,292,14755,135630,178.96,-1.03,396.372,"cm",-1.63,"INHS_FISH_59481",NA,NA
"INHS_FISH_59517",134255,"INHS_134255.JPG","59517","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59517.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11496692,1761,1778.96,403,406.75,111,111.54,124,123.1,232,10442,77644,9.43,8.37,392.207,"cm",9.18,"INHS_FISH_59517",NA,NA
"INHS_FISH_59529",134257,"INHS_134257.JPG","59529","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59529.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11535527,1065,1074.11,273,272.97,70,70.35,88,87,152,6202,36013,10.11,7.87,395.727,"cm",9.82,"INHS_FISH_59529",NA,NA
"INHS_FISH_59596",134275,"INHS_134275.JPG","59596","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59596.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10732027,2324,2328.17,477,478.52,105,132.61,137,136.01,270,14252,116127,177.77,-3.82,392.428,"cm",-2.75,"INHS_FISH_59596",NA,NA
"INHS_FISH_60532",134340,"INHS_134340.JPG","60532","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60532.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10945778,2323,2327.64,615,614.26,165,174.9,176,175,317,21100,157584,175.5,-3.99,378.883,"cm",-4.7,"INHS_FISH_60532",NA,NA
"INHS_FISH_60539",134345,"INHS_134345.JPG","60539","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60539.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9643860,1538,1538.83,360,359.67,90,100.18,107,106.12,212,8158,70092,177.66,-2.79,391.892,"cm",-3.07,"INHS_FISH_60539",NA,NA
"INHS_FISH_60540",134346,"INHS_134346.JPG","60540","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60540.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10613157,1801,1828.57,472,472.53,139,142.86,136,135.24,247,11110,95166,11.4,10.14,392.683,"cm",10.92,"INHS_FISH_60540",NA,NA
"INHS_FISH_61084",134457,"INHS_134457.JPG","61084","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61084.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11139048,990,993.09,237,237.32,48,48.51,70,69.01,129,3546,27575,6.54,5.2,392.769,"cm",6.18,"INHS_FISH_61084",NA,NA
"INHS_FISH_61088",134459,"INHS_134459.JPG","61088","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61088.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10849894,1594,1599.5,400,401.88,97,98.31,115,114.07,210,9877,72855,5.9,5.17,392.993,"cm",5.6,"INHS_FISH_61088",NA,NA
"INHS_FISH_61757",134515,"INHS_134515.JPG","61757","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61757.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11006868,1821,1820.01,409,409.96,121,122.98,118,117.07,227,9771,80571,179.85,-0.19,395.362,"cm",-0.07,"INHS_FISH_61757",NA,NA
"INHS_FISH_6219",123100,"INHS_123100.JPG","6219","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_6219.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10716176,1400,1399.34,317,316.01,76,84.53,107,106.04,180,8425,49478,3.11,1.27,394.967,"cm",2.59,"INHS_FISH_6219",NA,NA
"INHS_FISH_62293",134587,"INHS_134587.JPG","62293","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62293.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11194665,1513,1515.3,380,381.1,75,79.06,120,119.21,188,10054,61780,175.19,-3.78,392.885,"cm",-4.28,"INHS_FISH_62293",NA,NA
"INHS_FISH_62643",134687,"INHS_134687.JPG","62643","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62643.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9558660,1628,1627.01,356,355.28,97,104.55,89,88.28,207,7115,66770,0.2,0.21,392.171,"cm",-0.76,"INHS_FISH_62643",NA,NA
"INHS_FISH_62644",134688,"INHS_134688.JPG","62644","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62644.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10033394,1536,1535.31,349,350.29,86,91.08,96,95.08,188,6378,57542,179.53,-1.16,392.723,"cm",-0.88,"INHS_FISH_62644",NA,NA
"INHS_FISH_62645",134689,"INHS_134689.JPG","62645","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62645.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10958742,1814,1813.32,417,416.81,116,118.66,125,124.68,227,11987,75847,2.11,1.07,393.291,"cm",1.72,"INHS_FISH_62645",NA,NA
"INHS_FISH_62646",134690,"INHS_134690.JPG","62646","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62646.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11094481,1285,1291.94,316,316.24,102,102.02,97,96.63,170,6953,44480,8.54,6.35,392.629,"cm",7.48,"INHS_FISH_62646",NA,NA
"INHS_FISH_62659",134692,"INHS_134692.JPG","62659","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62659.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10263983,1239,1238.32,330,329.22,89,99.28,86,85.01,170,4472,48337,1.89,1.3,392.817,"cm",2.12,"INHS_FISH_62659",NA,NA
"INHS_FISH_62666",134694,"INHS_134694.JPG","62666","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62666.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10897882,1535,1534.72,404,403.4,86,101.55,136,135.94,211,12013,72534,0.25,-1.75,397.199,"cm",-0.58,"INHS_FISH_62666",NA,NA
"INHS_FISH_62681",134699,"INHS_134699.JPG","62681","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62681.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10600373,2016,2018.45,471,472.34,133,133.73,156,155.46,252,17480,95583,4.72,3.35,393.953,"cm",3.99,"INHS_FISH_62681",NA,NA
"INHS_FISH_62697",134702,"INHS_134702.JPG","62697","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62697.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10480189,2194,2194.5,562,561.07,156,166.43,159,158.53,296,16469,134787,2.9,2.12,393.507,"cm",2.66,"INHS_FISH_62697",NA,NA
